"X1","X2","X3"
249236,"default",2011-08-01
249240,"default",2011-09-01
249269,"default",2012-06-01
249303,"not default",NA
249335,"default",2011-04-01
249352,"default",2012-03-01
249423,"default",2012-06-01
249448,"default",2012-06-01
249453,"default",2011-05-01
249597,"default",2011-06-01
249606,"default",2012-08-01
249645,"default",2012-06-01
249648,"default",2012-06-01
249675,"default",2012-06-01
249701,"not default",NA
249744,"not default",NA
249969,"not default",NA
250073,"default",2012-05-01
250078,"default",2012-06-01
250132,"default",2012-06-01
250166,"default",2011-10-01
250169,"default",2012-08-01
250216,"default",2011-05-01
250251,"default",2011-08-01
250295,"default",2012-02-01
250346,"default",2011-05-01
250351,"not default",NA
250353,"default",2012-08-01
250361,"default",2012-08-01
250404,"not default",NA
250409,"not default",NA
250606,"not default",NA
250622,"default",2012-08-01
250631,"default",2011-11-01
250647,"default",2012-06-01
250683,"not default",NA
250684,"default",2012-06-01
250689,"default",2012-06-01
250690,"not default",NA
250700,"not default",NA
250712,"default",2011-04-01
250724,"default",2011-05-01
250797,"not default",NA
250810,"default",2011-09-01
251005,"default",2011-10-01
251041,"default",2011-10-01
251085,"default",2012-08-01
251122,"default",2012-08-01
251169,"not default",NA
251221,"not default",NA
251255,"not default",NA
251259,"not default",NA
251282,"not default",NA
251353,"default",2012-08-01
251504,"default",2012-08-01
251520,"default",2012-08-01
251521,"default",2012-08-01
251534,"default",2011-08-01
251537,"default",2011-09-01
251638,"not default",NA
251642,"default",2012-08-01
251650,"default",2012-08-01
251752,"default",2012-08-01
251845,"default",2012-06-01
251849,"default",2011-07-01
251869,"default",2012-08-01
251885,"default",2011-05-01
251916,"default",2012-08-01
251938,"default",2011-06-01
251951,"default",2012-06-01
251969,"default",2011-07-01
251971,"default",2011-10-01
251980,"default",2011-10-01
252035,"default",2011-09-01
252148,"default",2012-06-01
252156,"not default",NA
252165,"not default",NA
252207,"not default",NA
252272,"not default",NA
252315,"default",2012-03-01
252338,"default",2011-07-01
252353,"default",2012-07-01
252582,"not default",NA
252591,"default",2012-07-01
252607,"not default",NA
252625,"default",2012-08-01
252639,"default",2012-08-01
252718,"default",2012-08-01
252754,"not default",NA
252755,"not default",NA
252765,"default",2011-04-01
252772,"default",2012-05-01
252817,"default",2012-01-01
252824,"default",2012-06-01
252832,"default",2012-07-01
252836,"not default",NA
252853,"default",2012-06-01
253225,"default",2012-06-01
253245,"not default",NA
253255,"default",2011-10-01
253311,"default",2011-12-01
253355,"not default",NA
253397,"not default",NA
253412,"not default",NA
253423,"not default",NA
253441,"default",2012-02-01
253684,"default",2012-06-01
253744,"default",2012-07-01
253749,"not default",NA
253787,"not default",NA
253803,"not default",NA
253810,"default",2011-10-01
253843,"not default",NA
253933,"default",2012-08-01
254025,"not default",NA
254041,"default",2012-09-01
254058,"default",2011-10-01
254070,"not default",NA
254124,"not default",NA
254137,"default",2012-07-01
254140,"not default",NA
254152,"default",2011-03-01
254161,"not default",NA
254162,"default",2011-05-01
254164,"default",2011-04-01
254165,"default",2011-03-01
254166,"not default",NA
254172,"default",2011-04-01
254185,"default",2011-04-01
254186,"default",2011-03-01
254261,"default",2011-03-01
254262,"default",2011-04-01
254265,"default",2011-03-01
254295,"default",2012-08-01
254303,"not default",NA
254320,"default",2012-02-01
254405,"default",2012-06-01
254521,"default",2011-04-01
254525,"default",2012-06-01
254544,"not default",NA
254548,"default",2012-06-01
254553,"default",2011-04-01
254562,"default",2011-03-01
254564,"default",2012-06-01
254566,"default",2012-08-01
254570,"default",2012-06-01
254572,"default",2012-06-01
254574,"default",2012-06-01
254582,"default",2012-06-01
254589,"default",2011-07-01
254596,"default",2011-05-01
254601,"default",2012-01-01
254607,"not default",NA
254611,"not default",NA
254614,"not default",NA
254616,"not default",NA
254623,"default",2012-07-01
254659,"default",2012-08-01
254725,"default",2012-06-01
254761,"default",2012-06-01
254762,"default",2012-08-01
254811,"default",2011-07-01
254868,"default",2011-04-01
254930,"default",2011-06-01
254973,"default",2012-10-01
255024,"not default",NA
255025,"not default",NA
255027,"not default",NA
255037,"default",2012-08-01
255075,"default",2011-10-01
255079,"default",2011-10-01
255083,"default",2012-03-01
255153,"default",2011-10-01
255229,"default",2012-06-01
255261,"default",2011-07-01
255264,"not default",NA
255298,"not default",NA
255312,"not default",NA
255354,"default",2012-08-01
255365,"default",2011-05-01
255368,"default",2012-06-01
255442,"not default",NA
255443,"default",2012-07-01
255535,"not default",NA
255705,"default",2011-04-01
255715,"default",2012-08-01
255755,"default",2011-12-01
255812,"not default",NA
255821,"default",2011-10-01
255829,"default",2011-10-01
255840,"default",2011-12-01
255878,"default",2011-10-01
255880,"default",2011-10-01
255886,"default",2011-10-01
255893,"default",2011-10-01
255907,"default",2012-10-01
255915,"default",2012-05-01
255958,"default",2012-07-01
255970,"default",2012-06-01
255994,"default",2011-11-01
256005,"default",2011-10-01
256007,"default",2011-07-01
256023,"default",2011-07-01
256101,"default",2011-12-01
256153,"default",2011-10-01
256159,"not default",NA
256168,"default",2011-09-01
256173,"default",2011-10-01
256178,"default",2012-11-01
256194,"default",2011-10-01
256198,"default",2011-05-01
256234,"default",2011-11-01
256315,"default",2011-07-01
256380,"default",2012-09-01
256403,"default",2011-07-01
256421,"not default",NA
256447,"default",2011-07-01
256450,"default",2011-05-01
256453,"default",2012-05-01
256584,"default",2011-03-01
256586,"default",2012-08-01
256645,"default",2012-08-01
256692,"default",2012-07-01
256695,"default",2011-03-01
256786,"default",2011-06-01
256871,"default",2012-01-01
256873,"default",2012-01-01
256876,"default",2011-11-01
256881,"default",2012-01-01
256889,"default",2012-08-01
256899,"default",2012-06-01
256902,"default",2012-11-01
256911,"default",2012-08-01
256915,"default",2012-03-01
256974,"default",2012-08-01
257147,"default",2011-03-01
257158,"not default",NA
257301,"default",2011-05-01
257414,"default",2012-08-01
257461,"default",2012-08-01
257511,"default",2011-12-01
257521,"default",2012-08-01
257566,"default",2011-10-01
257578,"default",2011-06-01
257581,"default",2011-05-01
257584,"default",2012-07-01
257585,"not default",NA
257591,"default",2011-08-01
257599,"not default",NA
257602,"default",2011-11-01
257608,"default",2012-05-01
257618,"default",2012-08-01
257642,"default",2012-01-01
257657,"default",2012-05-01
257660,"default",2012-05-01
257727,"default",2012-10-01
257730,"default",2012-08-01
257758,"default",2011-10-01
257771,"default",2011-10-01
257796,"default",2011-10-01
257823,"not default",NA
257824,"default",2012-04-01
257830,"default",2012-08-01
257842,"not default",NA
257887,"not default",NA
257901,"default",2011-04-01
257904,"default",2011-04-01
257912,"default",2011-04-01
258044,"default",2012-06-01
258059,"default",2012-03-01
258122,"default",2012-08-01
258160,"default",2011-10-01
258177,"not default",NA
258192,"default",2011-10-01
258287,"default",2012-08-01
258295,"default",2012-06-01
258325,"default",2011-11-01
258390,"default",2012-03-01
258393,"default",2012-08-01
258467,"default",2012-06-01
258470,"default",2012-06-01
258486,"default",2011-10-01
258624,"not default",NA
258648,"default",2012-01-01
258670,"default",2011-09-01
258791,"default",2011-10-01
258823,"default",2012-08-01
258838,"default",2011-09-01
258883,"not default",NA
258981,"default",2012-08-01
258990,"default",2011-10-01
259056,"default",2012-08-01
259059,"default",2012-08-01
259064,"default",2012-08-01
259077,"default",2012-08-01
259136,"not default",NA
259161,"default",2011-06-01
259257,"default",2011-10-01
259306,"default",2011-11-01
259352,"not default",NA
259478,"default",2011-10-01
259480,"default",2011-10-01
259481,"default",2011-10-01
259496,"default",2011-10-01
259522,"default",2011-12-01
259532,"default",2011-12-01
259538,"default",2012-02-01
259547,"default",2011-11-01
259548,"default",2012-05-01
259592,"default",2012-08-01
259607,"not default",NA
259620,"default",2012-05-01
259625,"default",2011-07-01
259628,"default",2012-08-01
259629,"default",2012-02-01
259630,"default",2011-10-01
259637,"default",2012-06-01
259643,"default",2012-08-01
259680,"not default",NA
259683,"default",2013-01-01
259696,"default",2011-10-01
259733,"default",2012-08-01
259736,"default",2012-03-01
259865,"default",2011-10-01
259871,"default",2011-08-01
259875,"default",2011-12-01
259899,"default",2011-08-01
259967,"default",2013-02-01
259969,"default",2012-06-01
259994,"default",2012-08-01
260028,"default",2012-10-01
260069,"default",2012-06-01
260085,"default",2012-06-01
260142,"default",2012-06-01
260143,"default",2012-03-01
260148,"default",2012-06-01
260162,"default",2012-05-01
260182,"default",2012-08-01
260234,"not default",NA
260238,"not default",NA
260249,"default",2011-10-01
260331,"default",2011-10-01
260408,"default",2012-09-01
260469,"default",2012-06-01
260481,"default",2012-04-01
260490,"default",2012-02-01
260493,"default",2012-08-01
260527,"not default",NA
260542,"default",2011-11-01
260568,"not default",NA
260585,"default",2012-08-01
260610,"default",2012-03-01
260636,"default",2011-06-01
260663,"default",2012-04-01
260693,"default",2011-07-01
260696,"default",2012-08-01
260697,"default",2012-08-01
260762,"default",2012-06-01
260815,"default",2011-11-01
260837,"default",2012-07-01
260893,"default",2012-06-01
260901,"default",2012-08-01
260903,"not default",NA
260905,"default",2011-09-01
260948,"not default",NA
261036,"default",2012-06-01
261122,"default",2012-01-01
261203,"default",2011-10-01
261204,"default",2012-08-01
261263,"default",2012-08-01
261288,"default",2011-10-01
261292,"default",2011-10-01
261310,"default",2011-10-01
261314,"default",2012-06-01
261315,"default",2012-08-01
261453,"default",2012-07-01
261474,"default",2011-07-01
261493,"not default",NA
261506,"default",2012-05-01
261513,"default",2012-06-01
261525,"not default",NA
261527,"default",2012-08-01
261549,"default",2012-09-01
261568,"default",2012-06-01
261576,"default",2012-08-01
261600,"default",2012-07-01
261623,"default",2012-06-01
261625,"not default",NA
261651,"default",2012-08-01
261759,"default",2012-08-01
261792,"default",2012-08-01
261818,"default",2012-10-01
261834,"default",2012-08-01
261845,"default",2012-08-01
261848,"not default",NA
261860,"not default",NA
261875,"default",2011-04-01
261880,"default",2011-04-01
261909,"default",2012-08-01
261924,"default",2012-10-01
261962,"default",2012-08-01
261970,"default",2012-06-01
261982,"default",2012-08-01
261998,"not default",NA
262021,"default",2012-05-01
262028,"not default",NA
262045,"default",2012-08-01
262121,"not default",NA
262252,"default",2011-04-01
262254,"default",2012-08-01
262266,"default",2011-04-01
262326,"default",2012-12-01
262398,"default",2012-08-01
262411,"default",2012-05-01
262427,"default",2011-11-01
262437,"default",2012-08-01
262488,"default",2012-03-01
262492,"default",2012-06-01
262500,"default",2012-09-01
262570,"default",2012-01-01
262604,"default",2012-08-01
262605,"default",2012-08-01
262606,"default",2012-08-01
262607,"default",2012-08-01
262609,"default",2012-08-01
262624,"default",2012-08-01
262673,"default",2012-08-01
262678,"default",2012-09-01
262783,"default",2012-08-01
262795,"default",2012-08-01
262797,"default",2012-01-01
262807,"default",2012-08-01
262864,"default",2012-08-01
262865,"default",2012-11-01
262868,"default",2012-06-01
262880,"default",2012-08-01
262930,"default",2012-05-01
262972,"default",2011-04-01
263003,"default",2012-08-01
263005,"default",2012-08-01
263012,"not default",NA
263022,"not default",NA
263075,"default",2012-07-01
263077,"default",2011-10-01
263100,"default",2012-08-01
263176,"not default",NA
263305,"not default",NA
263604,"default",2012-07-01
263626,"default",2011-07-01
263634,"not default",NA
263640,"default",2011-10-01
263756,"default",2012-01-01
263765,"not default",NA
263769,"default",2012-05-01
263771,"default",2012-01-01
263794,"default",2011-10-01
263796,"default",2012-03-01
263797,"default",2012-07-01
263805,"default",2012-03-01
263811,"default",2011-10-01
263866,"default",2011-10-01
263870,"default",2011-10-01
263896,"default",2011-10-01
263899,"default",2012-06-01
263953,"default",2012-07-01
263960,"default",2012-06-01
263993,"default",2012-08-01
263994,"default",2011-10-01
264003,"default",2011-10-01
264008,"default",2011-10-01
264020,"default",2011-07-01
264022,"default",2012-06-01
264048,"default",2012-07-01
264076,"default",2012-07-01
264077,"default",2012-09-01
264078,"default",2011-11-01
264124,"default",2011-11-01
264137,"default",2012-08-01
264141,"default",2012-08-01
264197,"default",2011-10-01
264202,"default",2011-10-01
264207,"default",2012-08-01
264222,"default",2012-06-01
264322,"default",2011-06-01
264348,"default",2012-05-01
264351,"default",2012-08-01
264387,"default",2011-07-01
264428,"default",2011-10-01
264429,"default",2012-08-01
264479,"not default",NA
264574,"default",2012-08-01
264577,"not default",NA
264582,"default",2012-08-01
264583,"default",2012-08-01
264670,"default",2013-03-01
264732,"default",2012-08-01
264751,"default",2011-10-01
264753,"default",2012-08-01
264756,"default",2011-10-01
264763,"default",2011-10-01
264799,"default",2011-10-01
264815,"not default",NA
264834,"not default",NA
264861,"default",2012-02-01
264996,"default",2012-06-01
265028,"default",2012-08-01
265210,"default",2012-06-01
265213,"default",2012-08-01
265240,"default",2011-07-01
265286,"default",2011-10-01
265343,"default",2011-08-01
265401,"not default",NA
265410,"default",2012-01-01
265412,"default",2012-01-01
265422,"default",2012-05-01
265504,"default",2012-07-01
265516,"default",2012-08-01
265522,"default",2012-08-01
265566,"default",2011-10-01
265567,"default",2012-02-01
265578,"default",2012-02-01
265590,"default",2012-08-01
265600,"default",2012-08-01
265609,"not default",NA
265634,"not default",NA
265661,"default",2011-08-01
265666,"default",2012-07-01
265685,"default",2012-06-01
265744,"default",2011-12-01
265786,"default",2012-06-01
265794,"default",2011-12-01
265830,"default",2012-08-01
265933,"default",2012-06-01
265937,"default",2012-06-01
265943,"default",2012-06-01
265979,"default",2012-05-01
265990,"default",2012-08-01
266029,"default",2012-08-01
266088,"default",2012-08-01
266104,"not default",NA
266172,"default",2012-03-01
266220,"default",2013-02-01
266285,"default",2012-08-01
266290,"default",2012-05-01
266294,"default",2012-05-01
266366,"default",2012-06-01
266376,"default",2012-07-01
266379,"default",2012-01-01
266414,"default",2011-10-01
266417,"default",2012-02-01
266425,"default",2011-10-01
266431,"default",2012-08-01
266435,"default",2012-08-01
266538,"default",2011-11-01
266608,"not default",NA
266678,"default",2011-11-01
266736,"default",2012-06-01
266809,"default",2011-10-01
266821,"default",2011-10-01
266830,"default",2012-02-01
266852,"default",2012-01-01
266864,"not default",NA
266931,"default",2011-11-01
266932,"not default",NA
266945,"default",2012-01-01
266956,"not default",NA
266968,"default",2012-05-01
267013,"not default",NA
267022,"default",2011-06-01
267023,"default",2011-07-01
267025,"default",2012-01-01
267084,"not default",NA
267085,"default",2012-06-01
267159,"default",2011-09-01
267166,"default",2012-01-01
267170,"default",2012-07-01
267190,"default",2011-12-01
267294,"default",2012-08-01
267362,"default",2011-11-01
267366,"default",2011-10-01
267367,"default",2011-11-01
267368,"default",2012-06-01
267369,"default",2012-03-01
267506,"default",2012-04-01
267509,"default",2011-11-01
267556,"default",2012-03-01
267558,"default",2012-02-01
267559,"default",2012-07-01
267563,"default",2012-01-01
267570,"default",2012-03-01
267572,"default",2011-11-01
267575,"default",2011-11-01
267576,"default",2012-08-01
267608,"default",2012-02-01
267611,"default",2012-08-01
267614,"default",2012-06-01
267660,"default",2012-06-01
267662,"default",2012-06-01
267663,"default",2012-06-01
267680,"default",2012-06-01
267699,"default",2012-08-01
267737,"default",2012-01-01
267748,"default",2012-08-01
267835,"default",2012-10-01
267874,"default",2012-08-01
267884,"not default",NA
267886,"default",2011-08-01
267936,"default",2012-08-01
267956,"default",2011-05-01
267982,"default",2011-05-01
267984,"default",2012-09-01
268055,"default",2011-08-01
268057,"not default",NA
268061,"default",2012-09-01
268112,"default",2012-08-01
268129,"default",2012-08-01
268229,"default",2012-06-01
268294,"default",2011-05-01
268303,"default",2011-08-01
268316,"default",2012-05-01
268355,"default",2012-06-01
268357,"default",2011-12-01
268362,"default",2012-08-01
268394,"not default",NA
268414,"default",2011-11-01
268418,"default",2011-11-01
268420,"default",2012-03-01
268506,"default",2011-05-01
268595,"default",2012-01-01
268624,"default",2012-09-01
268627,"default",2012-07-01
268659,"default",2011-09-01
268663,"default",2011-09-01
268732,"default",2012-06-01
268760,"default",2011-05-01
268775,"default",2011-07-01
268800,"default",2012-08-01
268841,"default",2011-11-01
268875,"default",2011-10-01
268903,"default",2013-04-01
268909,"default",2012-08-01
268913,"default",2012-12-01
268915,"default",2013-01-01
268943,"default",2011-05-01
268974,"default",2012-02-01
268978,"default",2011-05-01
268985,"default",2011-05-01
269026,"default",2012-08-01
269058,"default",2011-05-01
269065,"default",2011-05-01
269082,"default",2011-11-01
269098,"default",2012-08-01
269128,"default",2013-03-01
269138,"default",2012-08-01
269151,"default",2011-12-01
269160,"not default",NA
269186,"default",2012-06-01
269195,"default",2011-11-01
269197,"default",2011-11-01
269198,"default",2011-11-01
269256,"default",2012-07-01
269358,"default",2012-09-01
269361,"default",2011-12-01
269363,"default",2012-06-01
269364,"default",2011-09-01
269365,"default",2011-09-01
269397,"default",2012-08-01
269404,"default",2011-12-01
269427,"default",2012-06-01
269433,"default",2011-07-01
269435,"default",2011-12-01
269486,"default",2011-07-01
269508,"default",2012-06-01
269535,"default",2012-07-01
269543,"not default",NA
269549,"default",2012-01-01
269577,"default",2011-05-01
269578,"default",2011-05-01
269583,"default",2011-05-01
269676,"default",2012-02-01
269684,"default",2012-02-01
269709,"default",2012-02-01
269710,"default",2012-06-01
269738,"default",2012-08-01
269773,"default",2012-06-01
269775,"default",2012-06-01
269777,"default",2012-06-01
269782,"default",2012-06-01
269812,"default",2011-11-01
269822,"default",2011-09-01
269902,"default",2012-07-01
269941,"default",2012-06-01
270001,"default",2012-02-01
270005,"default",2012-08-01
270011,"default",2012-05-01
270043,"not default",NA
270057,"not default",NA
270071,"default",2012-08-01
270075,"default",2012-08-01
270173,"default",2012-01-01
270180,"default",2012-08-01
270210,"default",2011-10-01
270234,"default",2011-08-01
270242,"default",2011-12-01
270257,"default",2012-02-01
270269,"default",2012-10-01
270273,"default",2011-09-01
270312,"default",2012-08-01
270318,"default",2012-06-01
270328,"default",2012-08-01
270339,"not default",NA
270349,"default",2011-11-01
270485,"default",2011-10-01
270488,"default",2011-10-01
270492,"default",2012-06-01
270494,"default",2011-10-01
270498,"default",2011-10-01
270504,"default",2011-10-01
270520,"default",2012-08-01
270529,"default",2012-05-01
270542,"default",2012-08-01
270574,"default",2012-08-01
270577,"default",2012-08-01
270584,"default",2011-12-01
270585,"default",2012-03-01
270587,"not default",NA
270651,"default",2012-08-01
270656,"default",2012-08-01
270666,"default",2011-11-01
270691,"default",2011-11-01
270701,"default",2012-07-01
270709,"default",2011-10-01
270735,"default",2011-12-01
270790,"default",2011-07-01
270818,"default",2012-08-01
270903,"default",2012-08-01
270960,"default",2012-06-01
270999,"default",2011-12-01
271000,"default",2012-01-01
271006,"default",2012-02-01
271058,"default",2012-08-01
271088,"default",2012-01-01
271093,"default",2012-05-01
271108,"default",2012-06-01
271117,"default",2012-06-01
271123,"default",2012-08-01
271158,"default",2012-08-01
271175,"default",2012-08-01
271185,"default",2012-03-01
271198,"not default",NA
271249,"default",2011-12-01
271250,"default",2011-12-01
271251,"default",2011-12-01
271337,"default",2011-10-01
271385,"default",2011-10-01
271463,"default",2012-01-01
271483,"default",2012-08-01
271487,"default",2012-08-01
271503,"default",2012-08-01
271512,"default",2012-06-01
271537,"not default",NA
271575,"default",2012-05-01
271579,"default",2012-07-01
271587,"default",2012-04-01
271589,"default",2012-05-01
271592,"default",2011-11-01
271595,"default",2012-03-01
271602,"not default",NA
271605,"not default",NA
271663,"default",2012-06-01
271743,"default",2011-07-01
271806,"not default",NA
271808,"not default",NA
271858,"not default",NA
271867,"not default",NA
271873,"not default",NA
271879,"not default",NA
271893,"default",2011-05-01
271895,"default",2011-05-01
271896,"default",2011-05-01
271898,"default",2011-05-01
271950,"default",2012-08-01
271953,"default",2011-07-01
271954,"default",2012-08-01
271964,"default",2012-09-01
271970,"default",2012-08-01
271991,"default",2012-08-01
272053,"default",2012-08-01
272056,"default",2012-08-01
272071,"default",2011-11-01
272091,"default",2011-09-01
272105,"default",2012-08-01
272113,"default",2012-08-01
272114,"default",2012-07-01
272152,"default",2012-06-01
272180,"default",2012-06-01
272189,"not default",NA
272200,"default",2012-07-01
272202,"not default",NA
272204,"default",2012-08-01
272207,"default",2012-07-01
272239,"default",2012-08-01
272277,"default",2012-08-01
272293,"default",2011-12-01
272306,"not default",NA
272404,"default",2012-07-01
272411,"default",2012-08-01
272461,"default",2012-08-01
272468,"default",2012-07-01
272490,"default",2011-07-01
272521,"default",2012-08-01
272528,"not default",NA
272543,"default",2012-02-01
272554,"default",2012-08-01
272599,"default",2012-06-01
272609,"default",2012-07-01
272622,"default",2012-06-01
272630,"default",2012-06-01
272641,"default",2012-06-01
272728,"default",2012-08-01
272740,"default",2011-12-01
272771,"default",2012-06-01
272773,"default",2012-07-01
272793,"default",2011-10-01
272859,"default",2012-06-01
272871,"default",2012-08-01
272884,"default",2012-05-01
272905,"default",2011-10-01
272906,"default",2011-10-01
272908,"default",2011-10-01
272934,"default",2011-08-01
272952,"not default",NA
272955,"default",2012-06-01
272966,"default",2012-08-01
273037,"default",2012-05-01
273044,"default",2012-07-01
273074,"not default",NA
273103,"default",2011-08-01
273186,"default",2012-08-01
273202,"not default",NA
273206,"default",2012-08-01
273224,"default",2011-05-01
273229,"default",2011-09-01
273239,"default",2012-08-01
273289,"default",2012-05-01
273293,"default",2012-08-01
273295,"not default",NA
273310,"default",2011-11-01
273330,"default",2012-07-01
273331,"default",2012-07-01
273334,"default",2012-07-01
273414,"default",2012-08-01
273444,"not default",NA
273499,"default",2012-08-01
273538,"default",2011-05-01
273569,"default",2011-10-01
273578,"not default",NA
273614,"default",2011-08-01
273621,"default",2012-05-01
273740,"default",2012-07-01
273743,"default",2012-07-01
273775,"default",2012-06-01
273859,"default",2012-06-01
273869,"default",2011-09-01
273873,"default",2013-09-01
273874,"default",2011-10-01
273875,"default",2013-05-01
273877,"not default",NA
273888,"default",2012-06-01
273889,"default",2012-08-01
273890,"default",2012-08-01
273905,"default",2012-08-01
273914,"not default",NA
273964,"default",2011-07-01
273971,"default",2012-08-01
273980,"default",2012-01-01
274001,"not default",NA
274005,"not default",NA
274021,"not default",NA
274025,"not default",NA
274074,"default",2012-01-01
274206,"default",2012-02-01
274291,"default",2012-02-01
274304,"default",2011-10-01
274335,"default",2012-08-01
274340,"default",2012-08-01
274344,"default",2012-01-01
274371,"not default",NA
274424,"default",2012-09-01
274438,"default",2012-08-01
274447,"default",2012-06-01
274470,"default",2011-10-01
274512,"default",2012-08-01
274608,"default",2011-08-01
274610,"default",2012-07-01
274745,"default",2012-04-01
274749,"default",2013-04-01
274817,"default",2011-08-01
274819,"default",2012-08-01
274823,"default",2012-02-01
274917,"default",2012-08-01
274959,"default",2012-06-01
274982,"default",2012-08-01
275044,"default",2011-09-01
275048,"default",2012-05-01
275052,"default",2012-06-01
275054,"default",2011-12-01
275097,"default",2012-08-01
275102,"default",2012-04-01
275104,"default",2012-08-01
275105,"default",2012-01-01
275108,"default",2012-07-01
275109,"default",2011-08-01
275110,"default",2012-04-01
275111,"default",2012-10-01
275119,"default",2012-06-01
275124,"default",2012-06-01
275132,"default",2012-06-01
275133,"default",2012-06-01
275137,"default",2012-06-01
275146,"default",2011-10-01
275147,"default",2011-10-01
275148,"default",2012-08-01
275151,"default",2012-08-01
275152,"default",2012-06-01
275158,"default",2011-12-01
275169,"default",2012-08-01
275184,"default",2012-07-01
275187,"default",2011-12-01
275189,"default",2012-09-01
275190,"default",2012-09-01
275193,"default",2011-12-01
275198,"default",2012-06-01
275213,"default",2012-06-01
275217,"default",2012-06-01
275218,"default",2012-06-01
275264,"default",2012-05-01
275280,"default",2012-06-01
275423,"default",2011-08-01
275438,"default",2012-06-01
275468,"default",2011-11-01
275470,"default",2012-08-01
275479,"not default",NA
275489,"default",2011-06-01
275491,"default",2011-06-01
275546,"default",2012-06-01
275552,"default",2011-11-01
275554,"default",2012-06-01
275562,"default",2012-08-01
275625,"not default",NA
275639,"default",2012-01-01
275640,"default",2012-08-01
275646,"default",2012-01-01
275670,"default",2012-08-01
275705,"not default",NA
275726,"default",2012-08-01
275741,"not default",NA
275758,"default",2011-07-01
275763,"default",2011-08-01
275765,"default",2011-08-01
275774,"default",2011-10-01
275806,"default",2012-08-01
275849,"default",2012-06-01
275881,"default",2012-06-01
275973,"default",2012-08-01
275975,"default",2012-02-01
276029,"default",2012-01-01
276034,"default",2011-10-01
276088,"default",2012-06-01
276121,"default",2012-07-01
276136,"default",2012-06-01
276143,"default",2012-06-01
276144,"default",2012-06-01
276158,"default",2012-01-01
276160,"default",2011-07-01
276180,"not default",NA
276279,"default",2011-09-01
276285,"not default",NA
276302,"default",2012-03-01
276305,"default",2012-02-01
276306,"default",2012-06-01
276308,"default",2012-07-01
276311,"default",2011-12-01
276312,"default",2011-12-01
276316,"default",2012-06-01
276348,"default",2012-06-01
276385,"default",2012-06-01
276443,"default",2011-10-01
276455,"default",2011-10-01
276475,"default",2012-06-01
276493,"default",2012-06-01
276507,"default",2011-10-01
276508,"default",2012-08-01
276525,"default",2012-06-01
276575,"default",2011-09-01
276608,"default",2012-08-01
276635,"default",2012-03-01
276660,"default",2011-11-01
276672,"default",2012-08-01
276683,"not default",NA
276685,"default",2012-08-01
276773,"default",2012-08-01
276806,"default",2012-01-01
276814,"default",2011-12-01
276922,"default",2011-09-01
276936,"default",2012-06-01
277093,"default",2011-11-01
277096,"not default",NA
277152,"default",2012-05-01
277202,"default",2012-02-01
277290,"default",2012-08-01
277298,"default",2012-08-01
277301,"default",2012-08-01
277319,"default",2012-03-01
277420,"not default",NA
277431,"not default",NA
277463,"not default",NA
277509,"default",2012-08-01
277556,"default",2012-08-01
277648,"default",2012-08-01
277680,"not default",NA
277686,"default",2012-07-01
277697,"default",2011-11-01
277706,"default",2012-08-01
277713,"default",2012-08-01
277716,"default",2012-07-01
277769,"default",2012-06-01
277809,"default",2012-08-01
277840,"default",2012-03-01
277852,"default",2012-08-01
277858,"default",2012-10-01
277885,"default",2012-08-01
277888,"default",2011-10-01
277892,"default",2011-10-01
277896,"default",2012-08-01
277902,"default",2011-10-01
277908,"default",2012-08-01
277914,"default",2012-03-01
277969,"default",2012-06-01
278004,"not default",NA
278043,"not default",NA
278056,"default",2012-01-01
278057,"default",2012-06-01
278061,"default",2012-07-01
278067,"not default",NA
278102,"default",2012-06-01
278103,"default",2012-06-01
278106,"default",2012-08-01
278127,"default",2012-06-01
278133,"not default",NA
278135,"default",2012-06-01
278138,"default",2012-06-01
278139,"default",2012-06-01
278193,"not default",NA
278198,"not default",NA
278203,"default",2012-08-01
278206,"not default",NA
278212,"default",2012-08-01
278219,"default",2012-01-01
278223,"default",2012-08-01
278229,"not default",NA
278288,"default",2012-05-01
278295,"default",2012-07-01
278305,"default",2012-02-01
278322,"default",2012-01-01
278324,"default",2012-09-01
278343,"default",2012-07-01
278363,"not default",NA
278365,"default",2012-07-01
278369,"default",2012-06-01
278378,"default",2012-06-01
278402,"default",2012-06-01
278419,"default",2012-04-01
278443,"default",2012-01-01
278446,"default",2011-07-01
278449,"default",2012-01-01
278459,"not default",NA
278469,"default",2012-08-01
278474,"not default",NA
278476,"not default",NA
278495,"default",2012-08-01
278504,"default",2012-08-01
278509,"default",2013-02-01
278519,"default",2012-03-01
278531,"default",2012-08-01
278536,"default",2012-01-01
278543,"default",2012-03-01
278574,"default",2011-11-01
278592,"default",2012-08-01
278611,"default",2012-05-01
278612,"not default",NA
278619,"not default",NA
278623,"default",2011-12-01
278633,"default",2011-09-01
278656,"default",2011-06-01
278695,"default",2012-06-01
278696,"default",2012-06-01
278718,"default",2011-12-01
278723,"default",2011-10-01
278743,"default",2011-10-01
278763,"default",2012-07-01
278771,"default",2012-08-01
278774,"default",2012-07-01
278796,"default",2011-10-01
278812,"default",2012-08-01
278821,"default",2012-03-01
278826,"default",2012-08-01
278835,"default",2012-08-01
278854,"not default",NA
278858,"default",2012-08-01
278860,"default",2012-08-01
278861,"default",2011-09-01
278865,"default",2013-02-01
278867,"default",2012-06-01
278872,"default",2012-08-01
