"","X1","X2","X3"
"14798",74499,"not default",NA
"14799",74500,"not default",NA
"14800",74504,"not default",NA
"14801",74507,"not default",NA
"14802",74527,"not default",NA
"14803",74529,"not default",NA
"14804",74539,"not default",NA
"14805",74541,"not default",NA
"14806",74546,"not default",NA
"14807",74550,"default",2009-06-01
"14808",74551,"not default",NA
"14809",74555,"default",2009-06-01
"14810",74557,"default",2009-06-01
"14811",74558,"not default",NA
"14812",74577,"not default",NA
"14813",74578,"not default",NA
"14814",74580,"not default",NA
"14815",74582,"not default",NA
"14816",74586,"not default",NA
"14817",74588,"not default",NA
"14818",74589,"not default",NA
"14819",74593,"not default",NA
"14820",74601,"not default",NA
"14821",74604,"not default",NA
"14822",74606,"not default",NA
"14823",74607,"not default",NA
"14824",74608,"not default",NA
"14825",74616,"not default",NA
"14826",74617,"not default",NA
"14827",74619,"not default",NA
"14828",74624,"not default",NA
"14829",74628,"not default",NA
"14830",74641,"not default",NA
"14831",74643,"not default",NA
"14832",74654,"not default",NA
"14833",74658,"not default",NA
"14834",74660,"not default",NA
"14835",74661,"not default",NA
"14836",74663,"not default",NA
"14837",74675,"not default",NA
"14838",74680,"not default",NA
"14839",74684,"not default",NA
"14840",74694,"not default",NA
"14841",74695,"not default",NA
"14842",74696,"not default",NA
"14843",74701,"not default",NA
"14844",74705,"not default",NA
"14845",74710,"not default",NA
"14846",74715,"not default",NA
"14847",74721,"not default",NA
"14848",74725,"not default",NA
"14849",74728,"not default",NA
"14850",74744,"not default",NA
"14851",74745,"not default",NA
"14852",74747,"not default",NA
"14853",74750,"not default",NA
"14854",74754,"not default",NA
"14855",74759,"not default",NA
"14856",74761,"not default",NA
"14857",74764,"not default",NA
