"","X1","X2","X3"
"1",328,"default",2007-01-16
"2",356,"default",2007-01-16
"3",368,"default",2007-01-16
"4",371,"default",2007-01-16
"5",373,"not default",NA
"6",376,"not default",NA
"7",387,"not default",NA
"8",388,"not default",NA
"9",391,"default",2007-02-16
"10",395,"default",2007-02-16
"11",414,"default",2007-04-16
"12",439,"default",2007-02-16
"13",454,"not default",NA
"14",457,"not default",NA
"15",458,"not default",NA
"16",474,"default",2007-03-16
"17",478,"default",2007-02-16
"18",486,"default",2007-03-16
"19",493,"default",2007-03-16
"20",498,"not default",NA
"21",517,"not default",NA
"22",539,"not default",NA
"23",552,"not default",NA
"24",553,"not default",NA
"25",554,"not default",NA
"26",557,"default",2007-03-16
"27",562,"not default",NA
"28",567,"not default",NA
"29",579,"default",2007-04-16
"30",621,"default",2007-04-16
"31",655,"default",2007-05-16
"32",684,"not default",NA
"33",713,"not default",NA
"34",719,"not default",NA
"35",730,"default",2007-05-16
"36",746,"not default",NA
"37",800,"not default",NA
"38",813,"not default",NA
"39",816,"not default",NA
"40",825,"not default",NA
"41",887,"default",2007-06-16
"42",902,"not default",NA
"43",920,"default",2007-06-16
"44",929,"default",2007-06-16
"45",940,"default",2007-07-16
"46",942,"default",2007-07-16
"47",946,"default",2007-06-16
"48",948,"default",2007-06-16
"49",997,"not default",NA
"50",1015,"default",2007-07-16
"51",1027,"not default",NA
"52",1030,"default",2007-07-16
"53",1075,"not default",NA
"54",1078,"not default",NA
"55",1083,"default",2007-07-16
"56",1103,"not default",NA
"57",1106,"default",2007-07-16
"58",1121,"default",2007-07-16
"59",1122,"not default",NA
"60",1124,"default",2007-07-16
"61",1127,"not default",NA
"62",1135,"not default",NA
"63",1140,"not default",NA
"64",1142,"not default",NA
"65",1144,"not default",NA
"66",1145,"default",2007-07-16
"67",1147,"default",2007-07-16
"68",1155,"not default",NA
"69",1158,"not default",NA
"70",1173,"not default",NA
"71",1175,"not default",NA
"72",1178,"default",2007-07-16
"73",1179,"default",2007-07-16
"74",1180,"default",2007-07-16
"75",1182,"not default",NA
"76",1187,"not default",NA
"77",1188,"default",2007-07-16
"78",1199,"not default",NA
"79",1200,"not default",NA
"80",1216,"not default",NA
"81",1243,"not default",NA
"82",1249,"default",2007-07-16
"83",1254,"default",2007-07-16
"84",1256,"default",2007-07-16
"85",1258,"default",2007-07-16
"86",1264,"default",2007-07-16
"87",1267,"default",2007-07-16
"88",1293,"not default",NA
"89",1312,"not default",NA
"90",1337,"default",2007-07-16
"91",1341,"default",2007-07-16
"92",1343,"not default",NA
"93",1345,"not default",NA
"94",1348,"not default",NA
"95",1349,"not default",NA
"96",1377,"not default",NA
"97",1386,"not default",NA
"98",1390,"default",2007-07-16
"99",1391,"not default",NA
"100",1393,"not default",NA
"101",1414,"default",2007-07-16
"102",1420,"not default",NA
"103",1427,"default",2007-07-16
"104",1447,"default",2007-07-16
"105",1451,"default",2007-07-16
"106",1459,"default",2007-07-16
"107",1461,"default",2007-07-16
"108",1464,"not default",NA
"109",1479,"not default",NA
"110",1480,"not default",NA
"111",1482,"not default",NA
"112",1483,"not default",NA
"113",1485,"not default",NA
"114",1488,"default",2007-07-16
"115",1490,"not default",NA
"116",1493,"not default",NA
"117",1494,"not default",NA
"118",1496,"default",2007-07-16
"119",1497,"not default",NA
"120",1500,"default",2007-07-16
"121",1504,"not default",NA
"122",1505,"not default",NA
"123",1506,"not default",NA
"124",1510,"default",2007-07-16
"125",1514,"not default",NA
"126",1530,"not default",NA
"127",1531,"default",2007-07-16
"128",1532,"default",2007-07-16
"129",1533,"not default",NA
"130",1535,"default",2007-07-16
"131",1538,"default",2007-07-16
"132",1544,"default",2007-07-16
"133",1545,"not default",NA
"134",1556,"not default",NA
"135",1562,"not default",NA
"136",1564,"default",2007-07-16
"137",1565,"default",2007-07-16
"138",1566,"default",2007-07-16
"139",1569,"not default",NA
"140",1570,"default",2007-08-16
"141",1571,"default",2007-08-16
"142",1572,"not default",NA
"143",1574,"not default",NA
"144",1577,"default",2007-07-16
"145",1578,"not default",NA
"146",1585,"default",2007-07-16
"147",1588,"not default",NA
"148",1589,"not default",NA
"149",1593,"default",2007-07-16
"150",1596,"default",2007-07-16
"151",1599,"default",2007-07-16
"152",1606,"not default",NA
"153",1609,"not default",NA
"154",1610,"default",2007-07-16
"155",1611,"default",2007-07-16
"156",1612,"default",2007-07-16
"157",1617,"not default",NA
"158",1621,"default",2007-07-16
"159",1623,"default",2007-07-16
"160",1635,"default",2007-07-16
"161",1637,"not default",NA
"162",1640,"default",2007-07-16
"163",1642,"not default",NA
"164",1644,"default",2007-07-16
"165",1645,"default",2007-07-16
"166",1650,"not default",NA
"167",1667,"default",2007-07-16
"168",1668,"default",2007-07-16
"169",1669,"default",2007-08-16
"170",1674,"default",2007-08-16
"171",1685,"not default",NA
"172",1688,"not default",NA
"173",1689,"not default",NA
"174",1690,"default",2007-08-16
"175",1694,"default",2007-08-16
"176",1698,"default",2007-08-16
"177",1699,"not default",NA
"178",1706,"default",2007-08-16
"179",1707,"default",2007-07-16
"180",1709,"not default",NA
"181",1711,"default",2007-08-16
"182",1713,"default",2007-08-16
"183",1717,"default",2007-08-16
"184",1720,"not default",NA
"185",1721,"default",2007-08-16
"186",1722,"not default",NA
"187",1725,"not default",NA
"188",1726,"not default",NA
"189",1729,"not default",NA
"190",1734,"default",2007-08-16
"191",1736,"not default",NA
"192",1740,"default",2007-07-16
"193",1743,"not default",NA
"194",1749,"not default",NA
"195",1753,"default",2007-07-16
"196",1761,"default",2007-08-16
"197",1762,"not default",NA
"198",1766,"default",2007-07-16
"199",1770,"not default",NA
"200",1782,"default",2007-08-16
"201",1789,"default",2007-08-16
"202",1793,"default",2007-07-16
"203",1795,"default",2007-08-16
"204",1796,"default",2007-08-16
"205",1801,"default",2007-08-16
"206",1817,"default",2007-07-16
"207",1819,"default",2007-08-16
"208",1820,"not default",NA
"209",1823,"not default",NA
"210",1825,"not default",NA
"211",1828,"not default",NA
"212",1829,"not default",NA
"213",1832,"not default",NA
"214",1835,"default",2007-08-16
"215",1837,"not default",NA
"216",1844,"default",2007-08-16
"217",1850,"not default",NA
"218",1852,"not default",NA
"219",1863,"not default",NA
"220",1869,"not default",NA
"221",1870,"not default",NA
"222",1872,"default",2007-08-16
"223",1881,"default",2007-08-16
"224",1885,"default",2007-08-16
"225",1897,"default",2007-08-16
"226",1901,"not default",NA
"227",1903,"default",2007-08-16
"228",1906,"default",2007-08-16
"229",1907,"not default",NA
"230",1916,"not default",NA
"231",1936,"default",2007-08-16
"232",1940,"not default",NA
"233",1944,"not default",NA
"234",1954,"default",2007-08-16
"235",1957,"not default",NA
"236",1963,"default",2007-08-16
"237",1969,"default",2007-08-16
"238",1970,"default",2007-08-16
"239",1972,"default",2007-08-16
"240",1975,"default",2007-09-16
"241",1977,"default",2007-09-16
"242",1983,"not default",NA
"243",1984,"default",2007-09-16
"244",1985,"default",2007-08-16
"245",1986,"default",2007-08-16
"246",1990,"not default",NA
"247",1993,"not default",NA
"248",1994,"not default",NA
"249",1996,"not default",NA
"250",1999,"not default",NA
"251",2000,"not default",NA
"252",2001,"not default",NA
"253",2018,"default",2007-08-16
"254",2019,"default",2007-08-16
"255",2022,"not default",NA
"256",2027,"default",2007-08-16
"257",2031,"default",2007-08-16
"258",2045,"default",2007-08-16
"259",2047,"default",2007-09-16
"260",2049,"not default",NA
"261",2054,"not default",NA
"262",2056,"not default",NA
"263",2057,"default",2007-08-16
"264",2058,"default",2007-09-16
"265",2060,"default",2007-09-16
"266",2065,"default",2007-08-16
"267",2070,"default",2007-08-16
"268",2072,"not default",NA
"269",2074,"not default",NA
"270",2075,"not default",NA
"271",2077,"default",2007-09-16
"272",2078,"default",2007-08-16
"273",2081,"not default",NA
"274",2082,"not default",NA
"275",2089,"not default",NA
"276",2091,"not default",NA
"277",2095,"default",2007-08-16
"278",2099,"default",2007-08-16
"279",2107,"default",2007-08-16
"280",2109,"default",2007-08-16
"281",2122,"not default",NA
"282",2124,"not default",NA
"283",2127,"not default",NA
"284",2131,"default",2007-08-16
"285",2133,"not default",NA
"286",2142,"default",2007-08-16
"287",2145,"default",2007-08-16
"288",2148,"not default",NA
"289",2151,"not default",NA
"290",2156,"not default",NA
"291",2157,"not default",NA
"292",2159,"not default",NA
"293",2163,"default",2007-08-16
"294",2167,"not default",NA
"295",2181,"not default",NA
"296",2187,"default",2007-08-16
"297",2188,"not default",NA
"298",2189,"not default",NA
"299",2203,"not default",NA
"300",2205,"not default",NA
"301",2207,"not default",NA
"302",2212,"default",2007-09-16
"303",2213,"default",2007-08-16
"304",2219,"default",2007-09-16
"305",2220,"default",2007-09-16
"306",2233,"not default",NA
"307",2236,"default",2007-08-16
"308",2237,"default",2007-08-16
"309",2240,"default",2007-08-16
"310",2253,"default",2007-08-16
"311",2254,"default",2007-08-16
"312",2270,"default",2007-08-16
"313",2274,"default",2007-08-16
"314",2280,"default",2007-08-16
"315",2291,"default",2007-08-16
"316",2293,"not default",NA
"317",2304,"not default",NA
"318",2306,"not default",NA
"319",2308,"default",2007-08-16
"320",2310,"default",2007-09-16
"321",2312,"default",2007-08-16
"322",2315,"default",2007-08-16
"323",2318,"default",2007-08-16
"324",2334,"default",2007-08-16
"325",2335,"default",2007-08-16
"326",2338,"default",2007-08-16
"327",2339,"default",2007-08-16
"328",2340,"default",2007-09-16
"329",2359,"not default",NA
"330",2364,"not default",NA
"331",2366,"not default",NA
"332",2369,"not default",NA
"333",2379,"not default",NA
"334",2382,"not default",NA
"335",2385,"not default",NA
"336",2404,"default",2007-09-16
"337",2406,"not default",NA
"338",2407,"default",2007-09-16
"339",2419,"not default",NA
"340",2421,"not default",NA
"341",2422,"default",2007-08-16
"342",2427,"default",2007-08-16
"343",2429,"not default",NA
"344",2436,"not default",NA
"345",2438,"not default",NA
"346",2449,"not default",NA
"347",2451,"not default",NA
"348",2454,"not default",NA
"349",2461,"not default",NA
"350",2474,"not default",NA
"351",2482,"default",2007-08-16
"352",2486,"default",2007-08-16
"353",2488,"default",2007-08-16
"354",2489,"default",2007-08-16
"355",2490,"default",2007-08-16
"356",2492,"default",2007-08-16
"357",2495,"default",2007-09-16
"358",2496,"default",2007-09-16
"359",2498,"default",2010-04-01
"360",2501,"default",2007-09-16
"361",2502,"not default",NA
"362",2504,"not default",NA
"363",2506,"default",2007-09-16
"364",2525,"default",2007-09-16
"365",2529,"default",2007-09-16
"366",2548,"default",2007-09-16
"367",2561,"default",2007-08-16
"368",2565,"default",2007-09-16
"369",2568,"default",2007-09-16
"370",2577,"default",2007-09-16
"371",2579,"default",2007-09-16
"372",2582,"default",2007-09-16
"373",2588,"not default",NA
"374",2590,"default",2007-09-16
"375",2591,"default",2007-09-16
"376",2593,"default",2007-09-16
"377",2603,"default",2007-09-16
"378",2610,"default",2007-09-16
"379",2616,"not default",NA
"380",2618,"default",2007-09-16
"381",2619,"default",2007-09-16
"382",2620,"not default",NA
"383",2622,"default",2007-09-16
"384",2625,"default",2007-09-16
"385",2631,"not default",NA
"386",2644,"not default",NA
"387",2645,"not default",NA
"388",2647,"default",2007-09-16
"389",2649,"not default",NA
"390",2650,"not default",NA
"391",2655,"default",2007-08-16
"392",2659,"not default",NA
"393",2669,"not default",NA
"394",2670,"not default",NA
"395",2675,"default",2007-09-16
"396",2681,"default",2007-09-16
"397",2689,"default",2007-09-16
"398",2695,"not default",NA
"399",2701,"default",2007-09-16
"400",2702,"default",2007-09-16
"401",2708,"default",2007-10-16
"402",2713,"default",2007-09-16
"403",2714,"default",2007-09-16
"404",2715,"not default",NA
"405",2717,"not default",NA
"406",2720,"default",2007-09-16
"407",2727,"not default",NA
"408",2728,"not default",NA
"409",2729,"not default",NA
"410",2731,"not default",NA
"411",2733,"not default",NA
"412",2737,"not default",NA
"413",2741,"not default",NA
"414",2742,"not default",NA
"415",2749,"not default",NA
"416",2751,"not default",NA
"417",2754,"not default",NA
"418",2756,"not default",NA
"419",2766,"default",2007-09-16
"420",2780,"not default",NA
"421",2784,"not default",NA
"422",2788,"not default",NA
"423",2791,"not default",NA
"424",2793,"not default",NA
"425",2795,"not default",NA
"426",2796,"not default",NA
"427",2800,"not default",NA
"428",2801,"not default",NA
"429",2803,"not default",NA
"430",2818,"not default",NA
"431",2822,"not default",NA
"432",2828,"not default",NA
"433",2829,"default",2007-09-16
"434",2830,"default",2007-09-16
"435",2833,"default",2007-09-16
"436",2837,"not default",NA
"437",2838,"default",2007-09-16
"438",2840,"not default",NA
"439",2846,"default",2007-09-16
"440",2847,"default",2007-09-16
"441",2848,"default",2007-09-16
"442",2850,"default",2007-09-16
"443",2865,"not default",NA
"444",2883,"not default",NA
"445",2892,"not default",NA
"446",2893,"default",2007-09-16
"447",2899,"default",2007-09-16
"448",2921,"not default",NA
"449",2922,"not default",NA
"450",2926,"not default",NA
"451",2949,"not default",NA
"452",2951,"default",2007-09-16
"453",2954,"default",2007-09-16
"454",2958,"default",2007-09-16
"455",2964,"default",2007-09-16
"456",2969,"default",2007-10-16
"457",2973,"not default",NA
"458",2974,"not default",NA
"459",2977,"not default",NA
"460",2981,"not default",NA
"461",2984,"default",2007-09-16
"462",2985,"default",2007-09-16
"463",2993,"not default",NA
"464",2994,"not default",NA
"465",2995,"not default",NA
"466",3004,"not default",NA
"467",3005,"not default",NA
"468",3008,"default",2007-09-16
"469",3011,"default",2007-09-16
"470",3016,"not default",NA
"471",3017,"not default",NA
"472",3018,"not default",NA
"473",3023,"not default",NA
"474",3030,"default",2007-09-16
"475",3040,"not default",NA
"476",3051,"default",2007-09-16
"477",3055,"default",2007-09-16
"478",3057,"default",2007-09-16
"479",3061,"default",2007-09-16
"480",3063,"not default",NA
"481",3067,"default",2007-09-16
"482",3071,"default",2007-09-16
"483",3076,"not default",NA
"484",3077,"not default",NA
"485",3082,"not default",NA
"486",3090,"default",2007-09-16
"487",3094,"not default",NA
"488",3098,"not default",NA
"489",3102,"default",2007-09-16
"490",3106,"default",2007-09-16
"491",3110,"default",2007-09-16
"492",3112,"not default",NA
"493",3113,"not default",NA
"494",3114,"default",2007-09-16
"495",3115,"default",2007-09-16
"496",3117,"not default",NA
"497",3128,"not default",NA
"498",3129,"not default",NA
"499",3137,"not default",NA
"500",3138,"default",2007-09-16
"501",3140,"default",2007-09-16
"502",3142,"not default",NA
"503",3143,"default",2007-09-16
"504",3144,"default",2007-09-16
"505",3145,"not default",NA
"506",3148,"default",2007-09-16
"507",3160,"not default",NA
"508",3161,"not default",NA
"509",3163,"default",2007-10-16
"510",3164,"default",2007-09-16
"511",3169,"not default",NA
"512",3178,"default",2007-09-16
"513",3182,"default",2007-09-16
"514",3183,"not default",NA
"515",3185,"not default",NA
"516",3191,"default",2007-09-16
"517",3201,"not default",NA
"518",3204,"default",2007-09-16
"519",3205,"not default",NA
"520",3213,"not default",NA
"521",3218,"default",2007-09-16
"522",3233,"default",2007-09-16
"523",3244,"not default",NA
"524",3245,"not default",NA
"525",3259,"default",2007-09-16
"526",3263,"default",2007-10-16
"527",3266,"default",2007-09-16
"528",3268,"default",2007-09-16
"529",3287,"not default",NA
"530",3292,"not default",NA
"531",3294,"not default",NA
"532",3296,"not default",NA
"533",3302,"not default",NA
"534",3334,"default",2007-09-16
"535",3337,"default",2007-09-16
"536",3348,"default",2007-09-16
"537",3350,"default",2007-09-16
"538",3352,"not default",NA
"539",3357,"default",2007-09-16
"540",3360,"not default",NA
"541",3365,"not default",NA
"542",3369,"not default",NA
"543",3370,"not default",NA
"544",3373,"default",2007-09-16
"545",3374,"not default",NA
"546",3384,"default",2007-09-16
"547",3385,"not default",NA
"548",3393,"not default",NA
"549",3408,"not default",NA
"550",3409,"default",2007-09-16
"551",3414,"default",2007-09-16
"552",3456,"not default",NA
"553",3458,"default",2007-09-16
"554",3463,"not default",NA
"555",3477,"not default",NA
"556",3492,"not default",NA
"557",3493,"not default",NA
"558",3496,"not default",NA
"559",3497,"not default",NA
"560",3501,"default",2007-09-16
"561",3507,"default",2007-09-16
"562",3508,"default",2007-09-16
"563",3509,"not default",NA
"564",3510,"default",2007-09-16
"565",3511,"default",2007-09-16
"566",3513,"default",2007-09-16
"567",3516,"default",2007-09-16
"568",3517,"default",2007-09-16
"569",3518,"default",2007-09-16
"570",3523,"default",2007-09-16
"571",3529,"not default",NA
"572",3537,"default",2007-09-16
"573",3543,"default",2007-09-16
"574",3544,"default",2007-09-16
"575",3546,"default",2007-09-16
"576",3550,"default",2007-09-16
"577",3554,"default",2007-09-16
"578",3562,"not default",NA
"579",3563,"default",2007-09-16
"580",3565,"default",2007-09-16
"581",3577,"not default",NA
"582",3578,"default",2007-09-16
"583",3582,"default",2007-09-16
"584",3584,"default",2007-09-16
"585",3588,"default",2007-09-16
"586",3591,"default",2007-09-16
"587",3592,"not default",NA
"588",3594,"not default",NA
"589",3597,"default",2007-09-16
"590",3599,"default",2007-09-16
"591",3603,"not default",NA
"592",3610,"default",2007-09-16
"593",3617,"default",2007-09-16
"594",3627,"default",2007-09-16
"595",3643,"not default",NA
"596",3648,"default",2007-09-16
"597",3649,"default",2007-10-16
"598",3650,"default",2007-10-16
"599",3655,"not default",NA
"600",3656,"not default",NA
"601",3657,"not default",NA
"602",3660,"not default",NA
"603",3664,"default",2007-10-16
"604",3665,"not default",NA
"605",3675,"not default",NA
"606",3678,"not default",NA
"607",3688,"default",2007-10-16
"608",3691,"default",2007-10-16
"609",3696,"default",2007-10-16
"610",3698,"not default",NA
"611",3707,"default",2007-10-16
"612",3713,"default",2007-11-16
"613",3740,"not default",NA
"614",3771,"not default",NA
"615",3780,"default",2007-10-16
"616",3783,"default",2007-10-16
"617",3786,"default",2007-10-16
"618",3800,"default",2007-09-16
"619",3815,"default",2007-10-16
"620",3816,"default",2007-10-16
"621",3826,"not default",NA
"622",3839,"not default",NA
"623",3858,"default",2007-10-16
"624",3864,"default",2007-10-16
"625",3867,"default",2007-10-16
"626",3868,"not default",NA
"627",3876,"default",2007-10-16
"628",3877,"default",2007-10-16
"629",3883,"not default",NA
"630",3904,"default",2007-10-16
"631",3905,"default",2007-10-16
"632",3914,"not default",NA
"633",3925,"not default",NA
"634",3929,"not default",NA
"635",3933,"not default",NA
"636",3937,"not default",NA
"637",3941,"not default",NA
"638",3951,"default",2007-10-16
"639",3959,"default",2007-10-16
"640",3963,"not default",NA
"641",3967,"default",2007-10-16
"642",3968,"default",2007-10-16
"643",3972,"not default",NA
"644",3976,"default",2007-10-16
"645",3979,"not default",NA
"646",3980,"not default",NA
"647",3981,"not default",NA
"648",3990,"not default",NA
"649",4000,"not default",NA
"650",4006,"not default",NA
"651",4008,"not default",NA
"652",4014,"default",2007-10-16
"653",4015,"default",2007-10-16
"654",4023,"not default",NA
"655",4035,"not default",NA
"656",4041,"not default",NA
"657",4048,"not default",NA
"658",4061,"not default",NA
"659",4064,"not default",NA
"660",4066,"not default",NA
"661",4081,"not default",NA
"662",4090,"not default",NA
"663",4107,"default",2007-10-16
"664",4108,"default",2007-10-16
"665",4123,"not default",NA
"666",4133,"not default",NA
"667",4138,"not default",NA
"668",4174,"not default",NA
"669",4186,"not default",NA
"670",4193,"default",2007-11-16
"671",4194,"default",2007-10-16
"672",4195,"default",2007-11-16
"673",4196,"not default",NA
"674",4201,"not default",NA
"675",4208,"default",2007-10-16
"676",4212,"not default",NA
"677",4219,"not default",NA
"678",4224,"not default",NA
"679",4236,"not default",NA
"680",4256,"not default",NA
"681",4281,"not default",NA
"682",4286,"not default",NA
"683",4288,"not default",NA
"684",4305,"not default",NA
"685",4314,"default",2007-10-16
"686",4319,"default",2007-10-16
"687",4320,"not default",NA
"688",4330,"not default",NA
"689",4338,"not default",NA
"690",4339,"not default",NA
"691",4341,"not default",NA
"692",4344,"not default",NA
"693",4347,"not default",NA
"694",4350,"not default",NA
"695",4351,"default",2007-10-16
"696",4352,"default",2007-10-16
"697",4354,"not default",NA
"698",4369,"not default",NA
"699",4371,"default",2007-10-16
"700",4377,"default",2007-10-16
"701",4378,"default",2007-11-16
"702",4380,"default",2007-10-16
"703",4383,"default",2007-10-16
"704",4385,"default",2007-10-16
"705",4393,"not default",NA
"706",4400,"default",2007-10-16
"707",4403,"default",2007-10-16
"708",4405,"not default",NA
"709",4407,"default",2007-10-16
"710",4408,"default",2007-10-16
"711",4418,"not default",NA
"712",4421,"default",2007-11-16
"713",4424,"default",2007-10-16
"714",4425,"not default",NA
"715",4427,"default",2007-11-16
"716",4430,"default",2007-11-16
"717",4433,"not default",NA
"718",4437,"default",2007-10-16
"719",4439,"default",2007-10-16
"720",4444,"default",2007-10-16
"721",4445,"default",2007-10-16
"722",4450,"default",2007-11-16
"723",4453,"not default",NA
"724",4455,"default",2007-11-16
"725",4459,"not default",NA
"726",4460,"not default",NA
"727",4461,"not default",NA
"728",4464,"not default",NA
"729",4476,"not default",NA
"730",4487,"default",2007-10-16
"731",4488,"not default",NA
"732",4494,"default",2007-10-16
"733",4495,"not default",NA
"734",4497,"default",2007-10-16
"735",4498,"default",2007-10-16
"736",4500,"not default",NA
"737",4503,"not default",NA
"738",4506,"default",2007-10-16
"739",4510,"default",2007-10-16
"740",4522,"default",2007-11-16
"741",4533,"default",2007-11-16
"742",4535,"default",2007-11-16
"743",4542,"not default",NA
"744",4543,"not default",NA
"745",4544,"not default",NA
"746",4575,"default",2007-11-16
"747",4576,"not default",NA
"748",4578,"not default",NA
"749",4580,"default",2007-12-16
"750",4584,"not default",NA
"751",4590,"not default",NA
"752",4598,"not default",NA
"753",4606,"not default",NA
"754",4630,"not default",NA
"755",4634,"not default",NA
"756",4644,"not default",NA
"757",4648,"not default",NA
"758",4650,"not default",NA
"759",4656,"not default",NA
"760",4662,"not default",NA
"761",4664,"not default",NA
"762",4665,"not default",NA
"763",4666,"not default",NA
"764",4667,"default",2007-11-16
"765",4668,"default",2007-11-16
"766",4687,"not default",NA
"767",4689,"default",2007-11-16
"768",4707,"default",2007-11-16
"769",4711,"not default",NA
"770",4716,"default",2007-11-16
"771",4718,"default",2007-11-16
"772",4725,"not default",NA
"773",4731,"default",2007-11-16
"774",4732,"not default",NA
"775",4733,"default",2007-11-16
"776",4739,"not default",NA
"777",4748,"not default",NA
"778",4758,"default",2007-12-16
"779",4765,"not default",NA
"780",4770,"default",2007-11-16
"781",4786,"default",2007-11-16
"782",4791,"not default",NA
"783",4792,"default",2007-11-16
"784",4798,"default",2007-11-16
"785",4799,"default",2007-11-16
"786",4804,"default",2007-12-16
"787",4813,"default",2007-12-16
"788",4828,"not default",NA
"789",4831,"not default",NA
"790",4832,"default",2007-11-16
"791",4836,"default",2007-11-16
"792",4843,"default",2007-12-16
"793",4847,"default",2007-11-16
"794",4854,"default",2007-11-16
"795",4855,"default",2007-11-16
"796",4858,"default",2007-11-16
"797",4862,"default",2007-11-16
"798",4865,"default",2007-11-16
"799",4868,"default",2007-11-16
"800",4869,"default",2007-11-16
"801",4870,"not default",NA
"802",4874,"default",2007-11-16
"803",4876,"default",2007-12-16
"804",4877,"not default",NA
"805",4878,"default",2007-12-16
"806",4879,"default",2007-12-16
"807",4889,"not default",NA
"808",4892,"default",2007-12-16
"809",4893,"not default",NA
"810",4896,"default",2008-01-16
"811",4899,"not default",NA
"812",4901,"default",2007-11-16
"813",4903,"default",2007-12-16
"814",4905,"default",2007-11-16
"815",4915,"not default",NA
"816",4918,"default",2007-12-16
"817",4920,"not default",NA
"818",4921,"default",2008-01-16
"819",4925,"default",2007-11-16
"820",4928,"not default",NA
"821",4931,"default",2007-11-16
"822",4936,"not default",NA
"823",4939,"not default",NA
"824",4947,"default",2007-12-16
"825",4948,"not default",NA
"826",4961,"default",2008-01-16
"827",4971,"default",2007-12-16
"828",4973,"default",2007-12-16
"829",4975,"default",2008-01-16
"830",4976,"not default",NA
"831",4979,"not default",NA
"832",4981,"default",2007-11-16
"833",4990,"default",2007-11-16
"834",4991,"default",2008-01-16
"835",4993,"default",2007-11-16
"836",5006,"default",2007-11-16
"837",5012,"default",2007-11-16
"838",5018,"not default",NA
"839",5020,"default",2007-11-16
"840",5023,"not default",NA
"841",5029,"not default",NA
"842",5030,"not default",NA
"843",5040,"not default",NA
"844",5041,"default",2008-01-16
"845",5047,"default",2007-12-16
"846",5051,"default",2008-01-16
"847",5071,"default",2008-01-16
"848",5072,"not default",NA
"849",5073,"not default",NA
"850",5078,"default",2008-01-16
"851",5082,"not default",NA
"852",5084,"not default",NA
"853",5086,"default",2008-01-16
"854",5089,"default",2008-01-16
"855",5091,"default",2008-01-16
"856",5092,"default",2008-01-16
"857",5097,"default",2008-01-16
"858",5100,"default",2008-01-16
"859",5101,"default",2008-01-16
"860",5102,"not default",NA
"861",5104,"default",2008-01-16
"862",5105,"default",2007-12-16
"863",5108,"default",2008-01-16
"864",5109,"not default",NA
"865",5114,"default",2008-01-16
"866",5116,"not default",NA
"867",5117,"not default",NA
"868",5121,"not default",NA
"869",5122,"not default",NA
"870",5125,"default",2008-01-16
"871",5126,"default",2008-01-16
"872",5136,"not default",NA
"873",5138,"not default",NA
"874",5142,"default",2007-11-16
"875",5154,"default",2007-11-16
"876",5155,"default",2008-01-16
"877",5156,"default",2007-12-16
"878",5164,"default",2008-01-16
"879",5174,"default",2008-01-16
"880",5178,"default",2008-01-16
"881",5190,"default",2007-12-16
"882",5200,"not default",NA
"883",5209,"default",2008-01-16
"884",5216,"default",2008-01-16
"885",5217,"default",2008-01-16
"886",5221,"default",2007-11-16
"887",5222,"default",2007-11-16
"888",5237,"default",2008-02-16
"889",5251,"default",2007-12-16
"890",5252,"not default",NA
"891",5254,"not default",NA
"892",5258,"not default",NA
"893",5259,"default",2008-02-16
"894",5265,"default",2007-12-16
"895",5274,"default",2007-11-16
"896",5284,"not default",NA
"897",5294,"default",2007-11-16
"898",5295,"default",2007-11-16
"899",5317,"not default",NA
"900",5319,"not default",NA
"901",5324,"not default",NA
"902",5328,"default",2007-11-16
"903",5329,"default",2007-11-16
"904",5332,"not default",NA
"905",5349,"default",2007-11-16
"906",5362,"default",2008-01-16
"907",5363,"not default",NA
"908",5365,"default",2007-11-16
"909",5366,"not default",NA
"910",5367,"default",2007-12-16
"911",5372,"default",2007-12-16
"912",5382,"default",2007-12-16
"913",5389,"not default",NA
"914",5390,"default",2008-02-16
"915",5398,"default",2007-12-16
"916",5399,"default",2007-11-16
"917",5400,"default",2007-12-16
"918",5406,"not default",NA
"919",5407,"not default",NA
"920",5410,"not default",NA
"921",5414,"default",2008-02-16
"922",5427,"default",2007-12-16
"923",5431,"default",2007-12-16
"924",5434,"default",2007-12-16
"925",5440,"default",2007-12-16
"926",5442,"default",2008-02-16
"927",5443,"default",2007-12-16
"928",5448,"default",2007-12-16
"929",5449,"default",2007-12-16
"930",5452,"default",2007-12-16
"931",5464,"default",2007-11-16
"932",5465,"not default",NA
"933",5476,"not default",NA
"934",5492,"not default",NA
"935",5497,"not default",NA
"936",5503,"not default",NA
"937",5505,"not default",NA
"938",5516,"not default",NA
"939",5519,"default",2008-02-16
"940",5521,"default",2007-12-16
"941",5524,"not default",NA
"942",5526,"default",2007-12-16
"943",5529,"default",2007-12-16
"944",5530,"not default",NA
"945",5535,"default",2007-12-16
"946",5537,"default",2007-12-16
"947",5540,"default",2008-02-16
"948",5543,"default",2007-11-16
"949",5546,"not default",NA
"950",5548,"not default",NA
"951",5560,"default",2007-11-16
"952",5563,"default",2007-12-16
"953",5564,"default",2007-11-16
"954",5567,"not default",NA
"955",5569,"not default",NA
"956",5574,"not default",NA
"957",5585,"default",2007-11-16
"958",5586,"default",2007-11-16
"959",5588,"default",2007-11-16
"960",5591,"default",2007-11-16
"961",5596,"not default",NA
"962",5602,"not default",NA
"963",5640,"default",2007-11-16
"964",5645,"not default",NA
