"","X1","X2","X3"
"1",328,"paid",2007-07-16
"2",356,"not paid",NA
"3",368,"paid",2007-03-16
"4",371,"paid",2007-05-16
"5",373,"paid",2007-01-16
"6",376,"paid",2007-01-16
"7",387,"paid",2007-07-16
"8",388,"paid",2007-07-16
"9",391,"paid",2008-02-16
"10",395,"not paid",NA
"11",414,"paid",2007-10-16
"12",439,"paid",2007-08-16
"13",454,"paid",2007-08-16
"14",457,"paid",2007-08-16
"15",458,"paid",2007-08-16
"16",474,"paid",2007-07-16
"17",478,"not paid",NA
"18",486,"paid",2007-09-16
"19",493,"not paid",NA
"20",498,"not paid",NA
"21",517,"paid",2007-10-16
"22",539,"not paid",NA
"23",552,"paid",2007-04-16
"24",553,"paid",2007-04-16
"25",554,"paid",2007-04-16
"26",557,"paid",2007-09-16
"27",562,"not paid",NA
"28",567,"not paid",NA
"29",579,"paid",2007-08-16
"30",621,"paid",2007-08-16
"31",655,"paid",2007-11-16
"32",684,"not paid",NA
"33",713,"paid",2007-05-16
"34",719,"not paid",NA
"35",730,"not paid",NA
"36",746,"paid",2007-11-16
"37",800,"not paid",NA
"38",813,"paid",2007-11-16
"39",816,"paid",2007-12-16
"40",825,"paid",2007-06-16
"41",887,"paid",2007-10-16
"42",902,"paid",2007-06-16
"43",920,"not paid",NA
"44",929,"paid",2007-10-16
"45",940,"not paid",NA
"46",942,"not paid",NA
"47",946,"paid",2007-08-16
"48",948,"paid",2007-08-16
"49",997,"paid",2007-07-16
"50",1015,"not paid",NA
"51",1027,"paid",2007-07-16
"52",1030,"paid",2008-01-16
"53",1075,"paid",2007-07-16
"54",1078,"paid",2007-07-16
"55",1083,"not paid",NA
"56",1103,"paid",2007-07-16
"57",1106,"paid",2008-01-16
"58",1121,"not paid",NA
"59",1122,"not paid",NA
"60",1124,"not paid",NA
"61",1127,"not paid",NA
"62",1135,"paid",2007-04-16
"63",1140,"paid",2007-06-16
"64",1142,"paid",2007-07-16
"65",1144,"paid",2007-07-16
"66",1145,"paid",2008-01-16
"67",1147,"paid",2008-01-16
"68",1155,"paid",2007-07-16
"69",1158,"paid",2007-07-16
"70",1173,"paid",2007-07-16
"71",1175,"paid",2007-07-16
"72",1178,"paid",2008-01-16
"73",1179,"paid",2008-03-16
"74",1180,"paid",2008-01-16
"75",1182,"not paid",NA
"76",1187,"not paid",NA
"77",1188,"not paid",NA
"78",1199,"paid",2007-07-16
"79",1200,"paid",2007-07-16
"80",1216,"paid",2007-06-16
"81",1243,"paid",2007-07-16
"82",1249,"paid",2008-01-16
"83",1254,"not paid",NA
"84",1256,"not paid",NA
"85",1258,"not paid",NA
"86",1264,"paid",2008-01-16
"87",1267,"not paid",NA
"88",1293,"paid",2007-05-16
"89",1312,"paid",2007-07-16
"90",1337,"paid",2007-11-16
"91",1341,"paid",2007-11-16
"92",1343,"paid",2007-07-16
"93",1345,"paid",2007-09-16
"94",1348,"paid",2007-04-16
"95",1349,"paid",2007-04-16
"96",1377,"paid",2007-07-16
"97",1386,"paid",2007-07-16
"98",1390,"paid",2007-11-16
"99",1391,"paid",2007-07-16
"100",1393,"paid",2008-01-16
"101",1414,"paid",2007-09-16
"102",1420,"paid",2007-07-16
"103",1427,"not paid",NA
"104",1447,"not paid",NA
"105",1451,"not paid",NA
"106",1459,"not paid",NA
"107",1461,"not paid",NA
"108",1464,"paid",2007-07-16
"109",1479,"paid",2007-04-16
"110",1480,"paid",2007-07-16
"111",1482,"paid",2007-04-16
"112",1483,"paid",2007-07-16
"113",1485,"paid",2007-04-16
"114",1488,"not paid",NA
"115",1490,"not paid",NA
"116",1493,"not paid",NA
"117",1494,"paid",2007-04-16
"118",1496,"not paid",NA
"119",1497,"paid",2007-07-16
"120",1500,"not paid",NA
"121",1504,"paid",2007-07-16
"122",1505,"paid",2007-07-16
"123",1506,"paid",2007-04-16
"124",1510,"not paid",NA
"125",1514,"not paid",NA
"126",1530,"not paid",NA
"127",1531,"not paid",NA
"128",1532,"not paid",NA
"129",1533,"not paid",NA
"130",1535,"not paid",NA
"131",1538,"not paid",NA
"132",1544,"not paid",NA
"133",1545,"paid",2007-12-16
"134",1556,"paid",2008-01-16
"135",1562,"not paid",NA
"136",1564,"not paid",NA
"137",1565,"not paid",NA
"138",1566,"not paid",NA
"139",1569,"paid",2007-11-16
"140",1570,"paid",2008-01-16
"141",1571,"paid",2008-01-16
"142",1572,"not paid",NA
"143",1574,"not paid",NA
"144",1577,"not paid",NA
"145",1578,"not paid",NA
"146",1585,"paid",2008-01-16
"147",1588,"paid",2007-06-16
"148",1589,"paid",2008-01-16
"149",1593,"paid",2008-01-16
"150",1596,"not paid",NA
"151",1599,"not paid",NA
"152",1606,"paid",2007-07-16
"153",1609,"paid",2007-04-16
"154",1610,"not paid",NA
"155",1611,"paid",2008-03-16
"156",1612,"paid",2008-03-16
"157",1617,"paid",2007-07-16
"158",1621,"paid",2007-09-16
"159",1623,"paid",2008-03-16
"160",1635,"not paid",NA
"161",1637,"paid",2007-06-16
"162",1640,"paid",2007-11-16
"163",1642,"paid",2007-06-16
"164",1644,"paid",2008-01-16
"165",1645,"paid",2008-01-16
"166",1650,"paid",2007-05-16
"167",1667,"not paid",NA
"168",1668,"not paid",NA
"169",1669,"not paid",NA
"170",1674,"not paid",NA
"171",1685,"not paid",NA
"172",1688,"not paid",NA
"173",1689,"not paid",NA
"174",1690,"not paid",NA
"175",1694,"not paid",NA
"176",1698,"not paid",NA
"177",1699,"not paid",NA
"178",1706,"not paid",NA
"179",1707,"not paid",NA
"180",1709,"not paid",NA
"181",1711,"not paid",NA
"182",1713,"not paid",NA
"183",1717,"not paid",NA
"184",1720,"not paid",NA
"185",1721,"not paid",NA
"186",1722,"paid",2008-01-16
"187",1725,"paid",2008-01-16
"188",1726,"paid",2008-02-16
"189",1729,"not paid",NA
"190",1734,"not paid",NA
"191",1736,"paid",2007-07-16
"192",1740,"paid",2007-09-16
"193",1743,"paid",2007-07-16
"194",1749,"paid",2007-07-16
"195",1753,"paid",2007-11-16
"196",1761,"paid",2007-12-16
"197",1762,"paid",2007-08-16
"198",1766,"paid",2007-11-16
"199",1770,"paid",2007-08-16
"200",1782,"not paid",NA
"201",1789,"not paid",NA
"202",1793,"paid",2007-09-16
"203",1795,"paid",2008-04-16
"204",1796,"paid",2008-04-16
"205",1801,"paid",2008-04-16
"206",1817,"paid",2007-09-16
"207",1819,"paid",2007-10-16
"208",1820,"paid",2007-07-16
"209",1823,"paid",2007-07-16
"210",1825,"paid",2007-08-16
"211",1828,"paid",2007-10-16
"212",1829,"paid",2007-10-16
"213",1832,"paid",2007-09-16
"214",1835,"paid",2007-12-16
"215",1837,"paid",2008-02-16
"216",1844,"paid",2007-11-16
"217",1850,"paid",2007-08-16
"218",1852,"paid",2007-05-16
"219",1863,"paid",2007-08-16
"220",1869,"paid",2008-02-16
"221",1870,"paid",2008-02-16
"222",1872,"paid",2008-02-16
"223",1881,"paid",2007-10-16
"224",1885,"paid",2007-10-16
"225",1897,"paid",2008-02-16
"226",1901,"paid",2007-08-16
"227",1903,"paid",2008-02-16
"228",1906,"paid",2008-02-16
"229",1907,"paid",2007-08-16
"230",1916,"not paid",NA
"231",1936,"not paid",NA
"232",1940,"paid",2007-05-16
"233",1944,"paid",2007-05-16
"234",1954,"paid",2008-02-16
"235",1957,"paid",2007-10-16
"236",1963,"not paid",NA
"237",1969,"not paid",NA
"238",1970,"not paid",NA
"239",1972,"not paid",NA
"240",1975,"paid",2008-03-16
"241",1977,"paid",2008-03-16
"242",1983,"not paid",NA
"243",1984,"paid",2008-02-16
"244",1985,"paid",2008-02-16
"245",1986,"paid",2007-12-16
"246",1990,"paid",2008-02-16
"247",1993,"paid",2008-02-16
"248",1994,"paid",2008-02-16
"249",1996,"paid",2008-02-16
"250",1999,"paid",2008-02-16
"251",2000,"paid",2008-02-16
"252",2001,"paid",2008-05-16
"253",2018,"paid",2007-12-16
"254",2019,"paid",2007-12-16
"255",2022,"paid",2008-02-16
"256",2027,"not paid",NA
"257",2031,"not paid",NA
"258",2045,"not paid",NA
"259",2047,"paid",2008-05-16
"260",2049,"paid",2007-08-16
"261",2054,"paid",2007-08-16
"262",2056,"paid",2007-08-16
"263",2057,"paid",2008-02-16
"264",2058,"paid",2008-02-16
"265",2060,"paid",2008-02-16
"266",2065,"not paid",NA
"267",2070,"paid",2008-04-16
"268",2072,"paid",2008-04-16
"269",2074,"paid",2007-08-16
"270",2075,"paid",2008-03-16
"271",2077,"paid",2008-05-16
"272",2078,"paid",2008-04-16
"273",2081,"paid",2007-08-16
"274",2082,"paid",2007-08-16
"275",2089,"paid",2007-08-16
"276",2091,"paid",2007-08-16
"277",2095,"paid",2008-02-16
"278",2099,"not paid",NA
"279",2107,"not paid",NA
"280",2109,"not paid",NA
"281",2122,"paid",2007-05-16
"282",2124,"paid",2007-06-16
"283",2127,"paid",2007-06-16
"284",2131,"not paid",NA
"285",2133,"paid",2007-08-16
"286",2142,"paid",2007-10-16
"287",2145,"not paid",NA
"288",2148,"paid",2007-08-16
"289",2151,"paid",2007-08-16
"290",2156,"paid",2007-05-16
"291",2157,"paid",2007-08-16
"292",2159,"paid",2007-08-16
"293",2163,"paid",2008-02-16
"294",2167,"paid",2008-02-16
"295",2181,"paid",2008-02-16
"296",2187,"paid",2008-02-16
"297",2188,"paid",2007-07-16
"298",2189,"paid",2008-02-16
"299",2203,"paid",2007-08-16
"300",2205,"paid",2008-04-16
"301",2207,"paid",2008-04-16
"302",2212,"paid",2008-03-16
"303",2213,"not paid",NA
"304",2219,"paid",2008-05-16
"305",2220,"paid",2008-05-16
"306",2233,"paid",2008-02-16
"307",2236,"not paid",NA
"308",2237,"not paid",NA
"309",2240,"paid",2007-10-16
"310",2253,"paid",2007-10-16
"311",2254,"paid",2007-10-16
"312",2270,"paid",2007-10-16
"313",2274,"paid",2007-10-16
"314",2280,"not paid",NA
"315",2291,"paid",2007-10-16
"316",2293,"paid",2007-11-16
"317",2304,"paid",2007-08-16
"318",2306,"paid",2007-08-16
"319",2308,"not paid",NA
"320",2310,"not paid",NA
"321",2312,"not paid",NA
"322",2315,"not paid",NA
"323",2318,"not paid",NA
"324",2334,"not paid",NA
"325",2335,"not paid",NA
"326",2338,"not paid",NA
"327",2339,"not paid",NA
"328",2340,"not paid",NA
"329",2359,"paid",2008-04-16
"330",2364,"paid",2008-02-16
"331",2366,"paid",2007-08-16
"332",2369,"paid",2007-08-16
"333",2379,"paid",2007-08-16
"334",2382,"not paid",NA
"335",2385,"paid",2008-04-16
"336",2404,"paid",2008-01-16
"337",2406,"paid",2007-11-16
"338",2407,"paid",2008-01-16
"339",2419,"paid",2008-03-16
"340",2421,"paid",2008-03-16
"341",2422,"paid",2007-12-16
"342",2427,"paid",2008-02-16
"343",2429,"paid",2008-02-16
"344",2436,"paid",2007-08-16
"345",2438,"paid",2007-08-16
"346",2449,"paid",2007-08-16
"347",2451,"paid",2007-05-16
"348",2454,"paid",2007-05-16
"349",2461,"paid",2007-08-16
"350",2474,"paid",2007-08-16
"351",2482,"not paid",NA
"352",2486,"not paid",NA
"353",2488,"not paid",NA
"354",2489,"not paid",NA
"355",2490,"not paid",NA
"356",2492,"paid",2007-12-16
"357",2495,"paid",2008-01-16
"358",2496,"paid",2008-01-16
"359",2498,"not paid",NA
"360",2501,"paid",2008-01-16
"361",2502,"paid",2008-02-16
"362",2504,"paid",2008-02-16
"363",2506,"paid",2008-03-16
"364",2525,"paid",2008-03-16
"365",2529,"paid",2008-01-16
"366",2548,"paid",2008-03-16
"367",2561,"not paid",NA
"368",2565,"not paid",NA
"369",2568,"paid",2008-01-16
"370",2577,"paid",2008-01-16
"371",2579,"paid",2008-03-16
"372",2582,"paid",2008-03-16
"373",2588,"paid",2008-03-16
"374",2590,"paid",2008-01-16
"375",2591,"paid",2008-06-16
"376",2593,"paid",2008-03-16
"377",2603,"paid",2008-06-16
"378",2610,"paid",2008-05-16
"379",2616,"paid",2008-02-16
"380",2618,"paid",2008-05-16
"381",2619,"paid",2008-05-16
"382",2620,"paid",2008-03-16
"383",2622,"paid",2008-05-16
"384",2625,"paid",2008-05-16
"385",2631,"not paid",NA
"386",2644,"paid",2008-04-16
"387",2645,"paid",2007-08-16
"388",2647,"paid",2008-05-16
"389",2649,"paid",2008-04-16
"390",2650,"paid",2008-02-16
"391",2655,"paid",2008-02-16
"392",2659,"paid",2007-09-16
"393",2669,"paid",2007-11-16
"394",2670,"paid",2008-03-16
"395",2675,"paid",2008-05-16
"396",2681,"paid",2008-05-16
"397",2689,"paid",2008-05-16
"398",2695,"paid",2007-09-16
"399",2701,"paid",2008-05-16
"400",2702,"paid",2008-05-16
"401",2708,"paid",2008-06-16
"402",2713,"paid",2008-03-16
"403",2714,"paid",2008-05-16
"404",2715,"paid",2008-05-16
"405",2717,"paid",2008-05-16
"406",2720,"not paid",NA
"407",2727,"paid",2008-03-16
"408",2728,"paid",2008-03-16
"409",2729,"paid",2007-09-16
"410",2731,"paid",2008-03-16
"411",2733,"paid",2007-09-16
"412",2737,"paid",2007-09-16
"413",2741,"paid",2007-09-16
"414",2742,"paid",2007-09-16
"415",2749,"paid",2007-06-16
"416",2751,"paid",2007-08-16
"417",2754,"paid",2008-03-16
"418",2756,"paid",2008-03-16
"419",2766,"not paid",NA
"420",2780,"paid",2008-03-16
"421",2784,"paid",2007-09-16
"422",2788,"paid",2008-03-16
"423",2791,"paid",2007-06-16
"424",2793,"paid",2007-06-16
"425",2795,"paid",2007-11-16
"426",2796,"paid",2008-03-16
"427",2800,"paid",2007-11-16
"428",2801,"paid",2007-09-16
"429",2803,"paid",2007-11-16
"430",2818,"paid",2007-11-16
"431",2822,"paid",2007-09-16
"432",2828,"paid",2008-06-16
"433",2829,"paid",2008-03-16
"434",2830,"paid",2008-09-16
"435",2833,"paid",2008-03-16
"436",2837,"paid",2008-03-16
"437",2838,"paid",2008-03-16
"438",2840,"paid",2008-03-16
"439",2846,"paid",2008-01-16
"440",2847,"paid",2008-03-16
"441",2848,"not paid",NA
"442",2850,"not paid",NA
"443",2865,"paid",2007-09-16
"444",2883,"paid",2007-08-16
"445",2892,"paid",2007-08-16
"446",2893,"paid",2008-01-16
"447",2899,"paid",2008-09-16
"448",2921,"paid",2007-11-16
"449",2922,"paid",2007-08-16
"450",2926,"paid",2007-09-16
"451",2949,"paid",2008-03-16
"452",2951,"paid",2008-03-16
"453",2954,"paid",2008-03-16
"454",2958,"paid",2008-05-16
"455",2964,"paid",2008-05-16
"456",2969,"paid",2008-06-16
"457",2973,"paid",2008-05-16
"458",2974,"paid",2007-09-16
"459",2977,"paid",2008-03-16
"460",2981,"paid",2007-08-16
"461",2984,"paid",2008-03-16
"462",2985,"paid",2008-03-16
"463",2993,"paid",2008-03-16
"464",2994,"paid",2007-11-16
"465",2995,"paid",2007-11-16
"466",3004,"paid",2008-03-16
"467",3005,"paid",2008-03-16
"468",3008,"paid",2008-03-16
"469",3011,"paid",2008-03-16
"470",3016,"paid",2007-06-16
"471",3017,"paid",2007-09-16
"472",3018,"paid",2007-09-16
"473",3023,"paid",2008-03-16
"474",3030,"paid",2008-03-16
"475",3040,"paid",2007-09-16
"476",3051,"paid",2008-03-16
"477",3055,"paid",2008-03-16
"478",3057,"paid",2008-03-16
"479",3061,"paid",2008-06-16
"480",3063,"not paid",NA
"481",3067,"paid",2008-03-16
"482",3071,"paid",2008-01-16
"483",3076,"paid",2008-03-16
"484",3077,"paid",2008-06-16
"485",3082,"paid",2008-06-16
"486",3090,"paid",2008-03-16
"487",3094,"paid",2008-03-16
"488",3098,"paid",2008-03-16
"489",3102,"not paid",NA
"490",3106,"paid",2008-06-16
"491",3110,"paid",2008-01-16
"492",3112,"paid",2008-03-16
"493",3113,"paid",2008-03-16
"494",3114,"paid",2008-03-16
"495",3115,"paid",2008-03-16
"496",3117,"paid",2008-06-16
"497",3128,"paid",2007-11-16
"498",3129,"paid",2007-11-16
"499",3137,"paid",2008-06-16
"500",3138,"paid",2008-03-16
"501",3140,"paid",2008-03-16
"502",3142,"paid",2008-03-16
"503",3143,"paid",2008-06-16
"504",3144,"paid",2008-06-16
"505",3145,"paid",2007-11-16
"506",3148,"paid",2007-12-16
"507",3160,"paid",2008-03-16
"508",3161,"paid",2008-03-16
"509",3163,"paid",2008-03-16
"510",3164,"paid",2008-03-16
"511",3169,"paid",2007-06-16
"512",3178,"paid",2008-03-16
"513",3182,"paid",2008-03-16
"514",3183,"paid",2007-11-16
"515",3185,"paid",2007-11-16
"516",3191,"paid",2008-01-16
"517",3201,"paid",2008-03-16
"518",3204,"paid",2008-05-16
"519",3205,"paid",2008-03-16
"520",3213,"paid",2007-09-16
"521",3218,"not paid",NA
"522",3233,"not paid",NA
"523",3244,"paid",2007-09-16
"524",3245,"paid",2007-06-16
"525",3259,"paid",2008-05-16
"526",3263,"paid",2008-04-16
"527",3266,"paid",2008-05-16
"528",3268,"paid",2008-03-16
"529",3287,"paid",2007-06-16
"530",3292,"paid",2007-09-16
"531",3294,"paid",2008-03-16
"532",3296,"paid",2007-09-16
"533",3302,"paid",2007-06-16
"534",3334,"not paid",NA
"535",3337,"not paid",NA
"536",3348,"paid",2008-06-16
"537",3350,"paid",2008-03-16
"538",3352,"paid",2008-03-16
"539",3357,"paid",2008-06-16
"540",3360,"paid",2008-03-16
"541",3365,"paid",2008-03-16
"542",3369,"paid",2008-03-16
"543",3370,"paid",2008-03-16
"544",3373,"paid",2008-03-16
"545",3374,"paid",2008-06-16
"546",3384,"not paid",NA
"547",3385,"paid",2008-03-16
"548",3393,"paid",2008-03-16
"549",3408,"paid",2008-04-16
"550",3409,"paid",2007-11-16
"551",3414,"paid",2007-11-16
"552",3456,"paid",2007-08-16
"553",3458,"paid",2008-03-16
"554",3463,"not paid",NA
"555",3477,"paid",2007-09-16
"556",3492,"paid",2007-09-16
"557",3493,"paid",2007-09-16
"558",3496,"paid",2008-03-16
"559",3497,"paid",2008-06-16
"560",3501,"paid",2008-03-16
"561",3507,"paid",2008-06-16
"562",3508,"paid",2008-05-16
"563",3509,"paid",2007-09-16
"564",3510,"paid",2008-05-16
"565",3511,"paid",2008-05-16
"566",3513,"not paid",NA
"567",3516,"not paid",NA
"568",3517,"not paid",NA
"569",3518,"not paid",NA
"570",3523,"paid",2007-11-16
"571",3529,"paid",2008-03-16
"572",3537,"paid",2008-05-16
"573",3543,"paid",2007-11-16
"574",3544,"paid",2007-11-16
"575",3546,"paid",2007-11-16
"576",3550,"paid",2007-11-16
"577",3554,"paid",2008-03-16
"578",3562,"paid",2008-03-16
"579",3563,"paid",2008-05-16
"580",3565,"paid",2008-05-16
"581",3577,"paid",2007-09-16
"582",3578,"paid",2007-11-16
"583",3582,"paid",2007-11-16
"584",3584,"paid",2008-03-16
"585",3588,"paid",2007-11-16
"586",3591,"paid",2007-11-16
"587",3592,"paid",2008-09-16
"588",3594,"paid",2007-09-16
"589",3597,"not paid",NA
"590",3599,"not paid",NA
"591",3603,"paid",2007-09-16
"592",3610,"paid",2007-11-16
"593",3617,"paid",2007-11-16
"594",3627,"paid",2007-11-16
"595",3643,"not paid",NA
"596",3648,"paid",2007-11-16
"597",3649,"paid",2008-04-16
"598",3650,"paid",2008-04-16
"599",3655,"not paid",NA
"600",3656,"paid",2007-12-16
"601",3657,"paid",2008-03-16
"602",3660,"paid",2007-09-16
"603",3664,"paid",2008-04-16
"604",3665,"paid",2008-04-16
"605",3675,"paid",2008-04-16
"606",3678,"paid",2008-07-16
"607",3688,"paid",2008-02-16
"608",3691,"paid",2008-02-16
"609",3696,"paid",2008-04-16
"610",3698,"paid",2008-04-16
"611",3707,"paid",2008-06-16
"612",3713,"paid",2008-07-16
"613",3740,"paid",2007-07-16
"614",3771,"paid",2008-06-16
"615",3780,"paid",2008-02-16
"616",3783,"paid",2008-06-16
"617",3786,"not paid",NA
"618",3800,"not paid",NA
"619",3815,"not paid",NA
"620",3816,"not paid",NA
"621",3826,"paid",2008-04-16
"622",3839,"paid",2007-10-16
"623",3858,"not paid",NA
"624",3864,"not paid",NA
"625",3867,"not paid",NA
"626",3868,"paid",2008-04-16
"627",3876,"not paid",NA
"628",3877,"not paid",NA
"629",3883,"paid",2007-10-16
"630",3904,"not paid",NA
"631",3905,"not paid",NA
"632",3914,"paid",2008-04-16
"633",3925,"paid",2008-04-16
"634",3929,"paid",2008-04-16
"635",3933,"paid",2008-04-16
"636",3937,"paid",2008-06-16
"637",3941,"paid",2007-10-16
"638",3951,"paid",2008-06-16
"639",3959,"not paid",NA
"640",3963,"paid",2007-09-16
"641",3967,"not paid",NA
"642",3968,"not paid",NA
"643",3972,"paid",2008-06-16
"644",3976,"paid",2008-06-16
"645",3979,"paid",2007-12-16
"646",3980,"paid",2007-12-16
"647",3981,"paid",2007-12-16
"648",3990,"paid",2007-12-16
"649",4000,"paid",2007-12-16
"650",4006,"paid",2008-04-16
"651",4008,"paid",2008-04-16
"652",4014,"paid",2008-06-16
"653",4015,"paid",2008-04-16
"654",4023,"paid",2007-12-16
"655",4035,"paid",2007-12-16
"656",4041,"paid",2007-07-16
"657",4048,"paid",2007-12-16
"658",4061,"paid",2007-12-16
"659",4064,"paid",2007-12-16
"660",4066,"paid",2007-12-16
"661",4081,"paid",2007-12-16
"662",4090,"paid",2008-04-16
"663",4107,"not paid",NA
"664",4108,"not paid",NA
"665",4123,"paid",2007-07-16
"666",4133,"paid",2007-10-16
"667",4138,"paid",2007-10-16
"668",4174,"paid",2007-10-16
"669",4186,"paid",2007-10-16
"670",4193,"paid",2008-07-16
"671",4194,"paid",2008-06-16
"672",4195,"paid",2008-07-16
"673",4196,"paid",2007-10-16
"674",4201,"paid",2007-10-16
"675",4208,"paid",2008-04-16
"676",4212,"paid",2007-11-16
"677",4219,"paid",2007-11-16
"678",4224,"paid",2007-11-16
"679",4236,"paid",2007-11-16
"680",4256,"paid",2007-12-16
"681",4281,"paid",2007-12-16
"682",4286,"paid",2007-10-16
"683",4288,"paid",2007-10-16
"684",4305,"paid",2007-10-16
"685",4314,"not paid",NA
"686",4319,"paid",2008-02-16
"687",4320,"paid",2008-04-16
"688",4330,"paid",2007-12-16
"689",4338,"paid",2007-10-16
"690",4339,"paid",2008-01-16
"691",4341,"paid",2008-04-16
"692",4344,"paid",2007-11-16
"693",4347,"paid",2008-04-16
"694",4350,"paid",2008-07-16
"695",4351,"paid",2008-06-16
"696",4352,"paid",2008-06-16
"697",4354,"paid",2008-04-16
"698",4369,"paid",2008-06-16
"699",4371,"paid",2008-06-16
"700",4377,"paid",2008-06-16
"701",4378,"paid",2008-05-16
"702",4380,"paid",2008-04-16
"703",4383,"not paid",NA
"704",4385,"not paid",NA
"705",4393,"paid",2008-07-16
"706",4400,"paid",2008-02-16
"707",4403,"paid",2008-06-16
"708",4405,"paid",2007-10-16
"709",4407,"not paid",NA
"710",4408,"paid",2008-06-16
"711",4418,"paid",2008-07-16
"712",4421,"paid",2008-07-16
"713",4424,"not paid",NA
"714",4425,"paid",2008-07-16
"715",4427,"paid",2008-07-16
"716",4430,"paid",2008-07-16
"717",4433,"paid",2008-07-16
"718",4437,"not paid",NA
"719",4439,"not paid",NA
"720",4444,"paid",2008-04-16
"721",4445,"paid",2008-06-16
"722",4450,"paid",2008-07-16
"723",4453,"paid",2008-05-16
"724",4455,"paid",2008-05-16
"725",4459,"paid",2008-05-16
"726",4460,"paid",2008-05-16
"727",4461,"paid",2008-05-16
"728",4464,"paid",2008-05-16
"729",4476,"paid",2007-10-16
"730",4487,"paid",2008-01-16
"731",4488,"paid",2007-10-16
"732",4494,"paid",2008-04-16
"733",4495,"paid",2008-04-16
"734",4497,"paid",2008-04-16
"735",4498,"paid",2008-04-16
"736",4500,"paid",2008-05-16
"737",4503,"paid",2008-01-16
"738",4506,"paid",2008-02-16
"739",4510,"paid",2008-06-16
"740",4522,"paid",2008-07-16
"741",4533,"paid",2008-07-16
"742",4535,"paid",2008-07-16
"743",4542,"paid",2007-11-16
"744",4543,"paid",2007-11-16
"745",4544,"paid",2007-11-16
"746",4575,"paid",2008-03-16
"747",4576,"paid",2007-09-16
"748",4578,"paid",2008-12-16
"749",4580,"paid",2008-08-16
"750",4584,"paid",2007-11-16
"751",4590,"paid",2007-12-16
"752",4598,"paid",2007-11-16
"753",4606,"paid",2008-06-16
"754",4630,"not paid",NA
"755",4634,"not paid",NA
"756",4644,"paid",2008-01-16
"757",4648,"paid",2008-01-16
"758",4650,"paid",2008-01-16
"759",4656,"paid",2007-11-16
"760",4662,"paid",2007-11-16
"761",4664,"paid",2007-11-16
"762",4665,"paid",2007-11-16
"763",4666,"paid",2007-11-16
"764",4667,"paid",2008-09-16
"765",4668,"paid",2008-05-16
"766",4687,"paid",2007-11-16
"767",4689,"paid",2008-02-16
"768",4707,"paid",2008-02-16
"769",4711,"paid",2007-11-16
"770",4716,"paid",2008-07-16
"771",4718,"paid",2008-07-16
"772",4725,"paid",2008-11-16
"773",4731,"paid",2008-07-16
"774",4732,"paid",2008-07-16
"775",4733,"paid",2008-07-16
"776",4739,"paid",2008-11-16
"777",4748,"paid",2007-11-16
"778",4758,"paid",2008-06-16
"779",4765,"paid",2008-07-16
"780",4770,"paid",2008-07-16
"781",4786,"not paid",NA
"782",4791,"paid",2008-07-16
"783",4792,"not paid",NA
"784",4798,"paid",2008-07-16
"785",4799,"paid",2008-07-16
"786",4804,"paid",2008-06-16
"787",4813,"paid",2008-06-16
"788",4828,"paid",2008-06-16
"789",4831,"paid",2008-06-16
"790",4832,"paid",2008-05-16
"791",4836,"paid",2008-05-16
"792",4843,"paid",2008-04-16
"793",4847,"not paid",NA
"794",4854,"not paid",NA
"795",4855,"paid",2008-05-16
"796",4858,"paid",2008-05-16
"797",4862,"paid",2008-05-16
"798",4865,"not paid",NA
"799",4868,"paid",2008-05-16
"800",4869,"paid",2008-05-16
"801",4870,"paid",2008-05-16
"802",4874,"paid",2008-05-16
"803",4876,"paid",2008-06-16
"804",4877,"paid",2008-05-16
"805",4878,"paid",2008-06-16
"806",4879,"paid",2008-06-16
"807",4889,"paid",2008-06-16
"808",4892,"paid",2008-04-16
"809",4893,"paid",2008-06-16
"810",4896,"paid",2008-07-16
"811",4899,"paid",2008-06-16
"812",4901,"paid",2008-05-16
"813",4903,"paid",2008-06-16
"814",4905,"paid",2008-05-16
"815",4915,"paid",2008-06-16
"816",4918,"paid",2008-06-16
"817",4920,"paid",2008-07-16
"818",4921,"paid",2008-07-16
"819",4925,"not paid",NA
"820",4928,"paid",2008-06-16
"821",4931,"not paid",NA
"822",4936,"paid",2008-07-16
"823",4939,"paid",2008-07-16
"824",4947,"paid",2008-06-16
"825",4948,"paid",2008-12-16
"826",4961,"paid",2008-05-16
"827",4971,"paid",2008-06-16
"828",4973,"paid",2008-06-16
"829",4975,"paid",2008-07-16
"830",4976,"paid",2008-06-16
"831",4979,"paid",2008-07-16
"832",4981,"not paid",NA
"833",4990,"not paid",NA
"834",4991,"paid",2008-07-16
"835",4993,"not paid",NA
"836",5006,"not paid",NA
"837",5012,"paid",2008-05-16
"838",5018,"paid",2008-05-16
"839",5020,"paid",2008-05-16
"840",5023,"paid",2008-05-16
"841",5029,"paid",2007-11-16
"842",5030,"paid",2007-11-16
"843",5040,"paid",2008-08-16
"844",5041,"paid",2008-07-16
"845",5047,"paid",2008-06-16
"846",5051,"paid",2008-07-16
"847",5071,"paid",2008-07-16
"848",5072,"paid",2008-06-16
"849",5073,"paid",2008-07-16
"850",5078,"paid",2008-07-16
"851",5082,"paid",2008-07-16
"852",5084,"paid",2008-07-16
"853",5086,"paid",2008-09-16
"854",5089,"paid",2008-09-16
"855",5091,"paid",2008-07-16
"856",5092,"paid",2008-09-16
"857",5097,"paid",2008-09-16
