Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,42661.5562390517,55069.0559824423,72300.4616739924,66177.2135064902,70622.9146407445,77843.4900020107,79332.2715559227
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,22494.6420931621,25633.6432169583,30173.3615938856,28317.0408441487,31266.6053174383,34354.7161182231,33156.2283157638
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,33529.7266014361,37870.7475070969,40944.9124194678,37226.7571935402,36035.6449950691,38649.6394836789,35051.5212697703
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4435.56861030003,4738.44717544773,5056.25824455749,4452.12181188603,4835.79363761629,5259.92948717911,5365.24229295272
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,35991.546002862,35779.0245416427,39876.3039685725,41308.9968370512,44968.1562349739,48760.0789494211,49145.2804308193
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2478.29194408734,2643.1684392965,3415.96505691506,3618.89262678806,3914.70123379723,4152.49398238806,4386.46181582146
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5291.57530451457,6771.41479681885,8458.01715432982,7165.22317483703,9070.48825285747,11634.0012021103,12386.6992652963
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,699.400077795172,840.191631882336,915.998915654065,1049.12179424341,1093.6389611451,1099.31509362919,1289.78082201489
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1101.43520636908,1300.72886674622,1356.62245638271,1249.29151374786,1438.02733007685,1644.34479632542,1698.92088345979
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,21743.4774514254,24086.4104391677,21350.427979823,19143.8516053025,23087.2256438476,25096.2638838239,25466.7605170594
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,2965.44991493706,2847.55533886408,3009.55933383867,3540.89178881291,3410.85977956608
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,42967.1427041161,45732.0520394588,55601.2755092418,37904.2295316732,39213.5371529753,49006.5814547658,51277.6621064846
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,543.110702403072,721.768690838857,966.393627185372,871.224389337854,880.037775119109,1123.8831680627,1177.97473487848
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,581.01024361377,699.04137607102,887.639734943543,936.790321410614,1127.83523605646,1363.72529043154,1566.00974499584
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,9723.44690174779,14113.5291277327,16467.1436879405,12331.9285524089,11420.9940032836,13338.9622350852,13847.3379393194
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,4665.96280137358,5162.03295874841,5957.69675414263,7149.79149803501,7695.24541461262,7914.10956809875,8500.1805629531
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,910.625152826053,848.019474620413,885.620558438669,866.443047287124,1104.80053785826,1265.86386667226,1205.86000258954
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,323.841225769427,377.951628798097,456.144699881365,452.745228889857,497.020365397034,573.526422156584,644.455576742833
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,10060.1437262481,11158.5087879826,13921.4713535261,9561.06686230924,11611.2615285745,7783.83114839688,15764.9154546761
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,114656.17451378,130904.681843842,143539.248157239,126266.270896332,141467.641209429,158611.110488753,149459.235301044
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,9230.70798102521,12285.4470537014,14944.996652175,11820.7761591359,11987.508411647,14376.9478643932,14367.709424872
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,90788.8004876145,107475.320297978,120422.137934157,109419.746953106,110885.991378721,119025.057203467,112584.676270958
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,29637.8633696263,35782.6558830222,39745.8113605577,39754.8915080593,50676.4947396371,64528.4272051868,74111.2672626006
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,330.522664907494,427.836321624404,522.83063205187,455.407381445528,459.375407998781,516.902539244045,504.173730134152
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,304.766474566698,328.47609939718,383.098145425925,432.978327695824,472.853378636037,528.453127077329,386.906540998121
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,6137.11205938344,7143.93581596291,8343.38591937024,7167.88329542017,8880.109965264,10209.3819536909,10601.5138881391
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,5010.16342385998,5746.64425772624,6743.1309608974,6719.33025725066,7158.06141101431,7409.33596846724,7447.43257245424
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,506.911862957181,579.257162665824,676.127063299178,680.64999187518,688.327812995259,810.182600735989,753.392193575841
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,16723.8776809978,19485.9506144632,22205.2827489016,21083.1259174108,21799.1627419997,23155.5628148844,22527.7591149889
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2633.28659976387,2773.41870535549,2712.37364352609,2810.53309200828,3001.31982926464,3238.88731570104,3445.31540332931
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1272.08243396613,1378.21334480212,1610.23921011041,1418.93992352102,1646.13144187861,1919.45452401163,1850.38496774479
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,5695.96932704928,6574.65433811493,8030.06300537304,7318.12640972422,8000.37643182154,9197.02697152061,9291.22761861899
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9125.42262440559,9719.92045203482,10119.8362111768,8104.90757907686,9399.97090779255,10341.5210484975,10376.0576664423
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2298.63645841833,2344.40346200197,2420.7490064763,2598.40360440538,2760.0113395546,2885.44124871393,3023.58544607879
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1183.02103050816,1531.22186179676,2110.56198967544,1898.43548503943,2436.79935908401,2941.36211882435,3044.80847790641
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,143169.170994535,184392.319414517,203266.91374496,168255.709299413,161782.675663128,179372.76368395,165505.178100056
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1322.64063815551,1625.31851957785,2134.94977152342,1718.91402182752,2660.28811038323,3793.74375416147,4402.30452253522
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6688.48239970574,7328.93225247529,6586.7212793222
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2200.96606445313,2501.22241210938,2889.22094726563,2863.5966796875,2835.2177734375,3041.14575195313,2907.44921875
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,442.558691959849,491.099217922663,574.770748203202,531.026966453526,481.268179955248,605.273468552994,667.717424253901
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,246.692495457278,321.828348060028,472.260590479084,600.931617175435,765.241888636197,1086.83846738793,1161.30596207229
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4027.96170615871,4394.51235778035,4222.34768017609,4322.63940966336,5445.38291979955,5873.0794942491,6017.15706904775
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,4644.51912812089,6423.74867940431,9280.65889360803
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,341.028140039374,386.529586362442,466.693379122712,475.63597612014,589.165434913038,791.225217045595,794.09276990798
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,44900.9381441374,51799.2085521047,57879.9437553916,52722.2130568997,50999.7451168879,54230.3129029852,50070.1416045904
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,29604.0438248694,36864.8779202682,37353.7507767203,35391.0801754154,37494.8843725576,40697.6300727029,37294.027263924
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,26654.5932018985,32479.9817381467,31252.9625640673,28209.3623271229,33676.7741239925,38387.6270784076,39973.3807587223
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1223.07285599541,1323.82982943004,1493.90454426773,1438.08682340939,1495.73718623095,1644.79935412236,1746.42562649907
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,331.103783818521,384.718359952116,472.178470762123,458.421912654738,471.612651749318,507.602523308191,525.047323992555
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,1652.15369043056,1876.41277665632,2227.78995171265,1883.88734830887,2280.11197852503,2504.87827884434,2728.02268335423
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,3362.96841919784,4079.3919539826,4841.25169443101,4584.7098319119,4577.68875507362,5098.09758250193,4728.30814189843
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,14986.3760217984,14877.0816812054,15641.657782516,13933.6791923724,14772.4961635883,13880.4265041889,14247.7893007888
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,74148.3200757187,85139.9604469545,96944.0956064873,79977.6970817492,87693.7900658099,100600.562407589,101524.141851985
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,14533.7294232494,16151.275839059,22974.2773504319,17937.9795676859,22552.1990071233,24166.0963053624,24722.6388245874
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,770.843339358325,837.631537927295,914.731489303734,884.44101417044,911.090444804549,1075.45049647803,1109.67911473926
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,9805.92282990978,10270.4585355778,10380.2690817715,9960.84138956762,10029.28802589,10795.5646929825,11835.3839295665
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,5385.56424337546,6205.82157550354,7197.11078610101,7618.43845900774,8124.55830734871,9403.43990821634,10767.2931788172
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1245.48843702865,1379.14838756488,1635.0322992722,1578.99327194604,1879.23641257163,2303.79746130093,2653.15390913735
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2426.41709770871,3194.26298162817,4360.4291089526,3920.18607071017,4725.72634101583,5776.2818479967,5617.10491786787
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,3123.32015935927,3572.36358879114,4184.88598248749,4164.97048299155,5047.24930726929,5826.83230656078,6475.68607048931
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1452.22064136706,1741.60317179619,1990.35559000084,1893.28116413571,2201.77507099684,2431.20203745534,2671.77720537356
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,9035.41046744936,11254.5173881254,13996.0251506835,11526.0558884824,12504.2501856093,13776.6115521996,13010.923390231
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19839.4540499032,22811.0564844365,24949.0413566739,23151.2154130712,22520.6423124045,23217.2954965207,20563.7136012629
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,22935.9411586313,23664.8823485096,24898.3345857045,25768.7258883384,26435.74878578,27278.8830499205,27944.7338937424
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,59978.86120736,64706.9899026035,79811.5977371757,60733.9817002272,73021.3097525035,92992.9971307452,98041.3622380894
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,5757.4964285719,8360.16632132485,10435.0439841037,8548.11867218639,8397.80917311457,9560.18451265292,8930.72991164974
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,6920.18896484375,9101.2548828125,11635.2724609375,8562.8134765625,10674.99609375,14311.083984375,15420.875
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,357.937834237632,427.192399744184,529.261198153044,564.68947486376,593.802607489539,650.602628610861,705.759755829457
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2639.80566895345,3011.10080866752,3344.05455878019,3250.95309678248,3494.34152393974,3789.66667899642,3902.39170055714
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,63692.6167681957,71970.0587250442,77962.1439875871,66200.6729727817,59517.0327429747,55816.3651012268,48435.9425314096
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,861.521178192284,878.13255075947,1080.55671474706,1054.41291976028,1079.68965436787,1244.27162469378,1319.90083269011
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,14848.602058303,15756.1936225077,18944.8573497597,15064.6312807243,17958.9489913952,22262.6136629624,23878.5852917443
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1038.57914167312,1210.16754334065,1419.5310337412,1323.97129064347,1286.60486765972,1383.53919282968,1334.72601460415
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,4382.61727851692,5848.47640545105,7101.04014116862,6169.11419477823,5735.42285659849,6809.15980400146,6015.94522756969
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,12014.3998729502,12154.8299372808,11122.8620677142,9706.95605963959,10804.6844747547,12189.0951601357,11998.4472049381
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,324.472552951763,363.434523157213,411.34728183432,392.006674750444,400.520002205964,445.005362066105,560.037399736372
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,33769.1541633501,39432.9383493761,40007.469261214,38927.2068817715,47236.9602345421,53890.4287270504,55546.4885386921
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,27997.2898302635,28460.3326151186
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,13170.7849804675,16106.0604446695,18753.5849413816,16597.2084581361,16908.8479564876,18509.7402157541,17498.3539002594
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,19672.9655554146,23817.8867320201,27595.5999653992,24792.1279805504,23532.4808545468,25128.0150431304,22641.805122503
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1250.9469374689,1377.86200603136,1504.53079585302,1526.16786536688,1661.99809077746,1921.34604301498,2087.51873876072
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6139.62604497215,6662.02968975357,6251.89483275936,6444.16706763545,8059.58701700552,8737.07977396507,8173.8691381716
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1653.04153713909,1325.2750772158,1503.13388901082,1455.35840718862,1114.92372260191
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,28389.0785799873,32591.3503065871,35510.7222312701,32169.5028548583,30532.4805081656,31677.9003083652,28322.9465923276
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,1435.81681297616,1630.38890604323,2037.32210302668,2090.4018261396,2893.93489884978,3321.4845323033,3449.06690309332
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,13747.8093359819,14660.9632071719,16491.8850906212,16374.256885994,16427.6124108413,17571.9805680294,17311.6187824424
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,7618.90541950613,7975.79254059155,8528.68208470429,8259.32233799025,8697.79762504482,9160.81447272594,9271.65949133441
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,21345.0032626377,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,5775.0917474952,6439.00839769966,6641.49587783512,6503.09777184322,6590.98957888616,6566.482713176,6754.37018395671
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.91625976563,1500.67309570313,1585.55432128906,1382.64135742188,1706.41564941406,1982.8310546875,1797.37976074219
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,5031.15846462469,5562.33406798787,6616.8151257419,7176.85765780579,7999.55692873449,8009.25230244723,8922.95618613502
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,46593.6021646111,53700.0053363063,56152.552340314,46946.9602719954,52869.0442891587,60755.7595508465,58037.8213192173
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,59011.0324592016,64989.1553256031,74175.1927898555,71568.3123885672,76531.3729407691,90476.7589651577,85836.2076767359
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,7914.77149445229,8695.84446115791,10155.9736670317,10288.1490473974,11304.644927596,2971.2824338307,1910.60452580833
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,401.027842491524,517.432367387849,704.655313697701,666.722631716989,740.270556202742,837.878466089897,959.361904957958
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,473.367980957031,539.122314453125,671.573608398438,681.243713378906,730.813293457031,768.933471679688,854.543212890625
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,3343.78445118442,3934.68874340993,4327.79760031594,4154.18429682748,4996.37288602788,5396.64942631764,5748.63124106961
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,456.285465138157,532.485462973302,621.71188473918,682.172785777888,810.141604829329,936.598344846142,1019.96486775121
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,400.321506852159,440.280456066823,534.140095551075,528.122697156829,521.840712464494,573.810558543416,559.190485610988
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2751.97398134474,2799.32065641877,3221.0059571198,2915.49110820128,3416.18331060154,3852.05405080641,4378.65419644984
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,13340.916273498,15627.2868179082,20011.1482740497,13682.76361003,15711.5587055513,17910.319154168,18961.2335932644
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3279.16441088157,3677.94192483388,4200.31581996008,4029.38660323752,4241.01190951928,4361.89644912346,4233.89456807077
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,8003.55115399087,9668.62878162376,10802.7806139323,8989.50258888251,10615.3280641927,11308.0649033577,11697.4805131124
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2074.40738939883,2520.28502555268,3778.6685390822,3901.67028309872,4286.88050515414,5453.15500459414,6441.88661774322
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,28728.5697230181,29446.0826861581,31459.5434322807,24602.9110248067,23103.9426764449,23649.7144340602,22666.4069075154
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2402.43126043556,2803.1827898032,3102.98351538374,2697.61175036517,3043.05223355687,3663.12725029281,3624.98804230918
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,346.768460996729,401.709184486129,473.302829802644,799.929632084631,824.737678434546,837.09588312989,796.711135048199
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2391.32397460938,3197.93432617188,4066.5478515625,2639.3916015625,3078.42993164063,3704.82495117188,4004.80444335938
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,45339.5851165809,43918.3801694265,45140.7690772438,31722.5887637992,34165.9133053315,40893.0233597739,44386.7860789846
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,44536.6197203512,50435.37028921,47429.9363403009,38821.1795827116,39693.1938701237,42150.6981408821,42485.5860695397
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,46302.0008800056,48050.2237771135,48570.0459804586,47194.9433547336,48650.6431283336,50065.9665041742,51784.4185738837
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,5893.37628956657,7033.05111719873,9102.2380807238,9467.5341930907,12015.7098522638,14267.5843060166,15206.8726201223
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,654.283837283285,830.407694204322,1082.28602501699,1213.26532816388,1742.34925645077,2051.12951516418,2267.62327535512
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,1970.89899911526,2261.45929411079,2525.08308123742,2472.46432819553,2732.55249715649,3064.7500702517,2906.34246130818
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,6769.86841430715,8369.23526829668,11310.7781703527,11641.7991472317,13692.9149666211,10877.1123638816,12937.9275972349
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,790.592516384921,913.312331601755,1158.10162735417,1225.84501185537,1684.01166437193,1953.55697860752,2190.23228396054
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,41377.1466009652,44158.5054044325,39152.3750657306,38753.1825393897,39905.1284180994,38997.1373164651,37795.3192590675
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,1570.10439962728,1664.24571669276,2035.20234121766,2191.78178736868,2557.07562356699,2880.79843707909,3067.43872735614
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,867.782936666331,956.230635225937,1153.53623162633,1045.805407835,1249.06308529856,1284.61763539287,1349.99029491959
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1065.59641685012,1133.43615831521,1393.51949098012,1150.94174590972,1469.36145002684,1644.45683054452,1729.64747097057
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,441.498796884795,425.036841692684,351.839100544391,762.297957461508,937.840338429712,1082.61577402053,1290.19395595933
